ticks,videoTimestamp,targetPower4dpType,intervalId,timeOfDayTimestamp,distanceMeters,speedVirtualMps,distanceVirtualMeters,workoutPosition,powerMatchOffset,cadence,speed,heartRate,power,distanceSensorMeters,trainerPower,time,targetPower,targetHeartRateZone,targetCadence,targetRpe,secondsSinceStart,grade,speedSensorMps,leftPower,rightPower
0,0.066666,twentyMin,1,1635598619313,,0,0,0,NaN,1,NaN,93,0,NaN,0,0.057,145,1,90,2,3337,NaN,NaN,NaN,NaN
1,0.637033,twentyMin,1,1635598619998,,0,0,612.4000000357628,NaN,1,NaN,93,0,NaN,0,1.102,145,1,90,2,3338,NaN,NaN,NaN,NaN
2,1.449581,twentyMin,1,1635598620812,,0,0,1414.5,NaN,1,NaN,91,0,NaN,0,2.030,145,1,90,2,3339,NaN,NaN,NaN,NaN
3,2.591451,twentyMin,1,1635598621953,,0,0,2608.699999988079,NaN,1,NaN,90,0,NaN,0,2.968,145,1,90,2,3340,NaN,NaN,NaN,NaN
4,3.822836,twentyMin,1,1635598623184,,0,0,3801.5,NaN,1,NaN,89,0,NaN,0,4.219,145,1,90,2,3341,NaN,NaN,NaN,NaN
5,4.449715,twentyMin,1,1635598623812,,0,0,4400.800000011921,NaN,1,NaN,88,0,NaN,0,5.103,145,1,90,2,3342,NaN,NaN,NaN,NaN
6,5.566221,twentyMin,1,1635598624928,,0,0,5602.600000023842,NaN,1,NaN,88,0,NaN,0,5.943,145,1,90,2,3343,NaN,NaN,NaN,NaN
7,6.541589,twentyMin,1,1635598625903,,0,0,6502.400000035763,NaN,1,NaN,93,0,NaN,0,6.898,145,1,90,2,3362,NaN,NaN,NaN,NaN
8,7.681649,twentyMin,1,1635598645387,,0,0,7705.400000035763,NaN,1,NaN,95,0,NaN,0,8.000,145,1,90,2,3363,NaN,NaN,NaN,NaN
9,8.381321,twentyMin,1,1635598646087,,0,0,8404.400000035763,NaN,1,NaN,94,0,NaN,0,8.944,145,1,90,2,3364,NaN,NaN,NaN,NaN
10,9.389253,twentyMin,1,1635598647095,,0,0,9413.800000011921,NaN,1,NaN,95,0,NaN,0,10.092,145,1,90,2,3365,NaN,NaN,NaN,NaN
11,10.854744,twentyMin,1,1635598648560,,0,0,10914.5,NaN,1,NaN,94,0,NaN,0,11.045,145,1,90,2,3366,NaN,NaN,NaN,NaN
12,11.583272,twentyMin,1,1635598649289,,0,0,11609.900000035763,NaN,0,NaN,93,0,NaN,0,12.026,145,1,90,2,3367,NaN,NaN,NaN,NaN
13,12.603676,twentyMin,1,1635598650309,0.76,0.742,0,12613.100000023842,NaN,0,17,93,25,NaN,25,13.174,145,1,90,2,3368,NaN,NaN,NaN,NaN
14,13.811452,twentyMin,1,1635598651517,1.52,1.291,0.742,13803.400000035763,NaN,1,17,95,54,NaN,54,14.183,145,1,90,2,3369,NaN,NaN,NaN,NaN
15,14.864159,twentyMin,1,1635598652570,2.82,1.96,2.033,14913.199999988079,NaN,1,29,95,105,NaN,105,15.117,145,1,90,2,3370,NaN,NaN,NaN,NaN
16,15.355055,twentyMin,1,1635598653061,4.83,2.549,3.994,15410.600000023842,NaN,1,45,97,131,NaN,131,15.937,145,1,90,2,3371,NaN,NaN,NaN,NaN
17,16.354851,twentyMin,1,1635598654062,7.47,3.026,6.543,16411.30000001192,NaN,66,59,99,136,NaN,136,16.999,145,1,90,2,3372,NaN,NaN,NaN,NaN
18,17.604352,twentyMin,1,1635598655310,10.59,3.454,9.569,17613.5,NaN,72,70,100,146,NaN,146,17.919,145,1,90,2,3373,NaN,NaN,NaN,NaN
19,18.479035,twentyMin,1,1635598656184,14.17,3.819,13.022,18515.19999998808,NaN,74,80,101,146,NaN,146,19.073,145,1,90,2,3374,NaN,NaN,NaN,NaN
20,19.710362,twentyMin,1,1635598657416,18.06,4.138,16.841,19712,NaN,76,87,102,146,NaN,146,20.066,145,1,90,2,3375,NaN,NaN,NaN,NaN
21,20.854874,twentyMin,1,1635598658560,22.26,4.422,20.979,20905.900000035763,NaN,78,94,102,146,NaN,146,21.056,145,1,90,2,3376,NaN,NaN,NaN,NaN
22,21.44552,twentyMin,1,1635598659151,26.73,4.676,25.401,21514.30000001192,NaN,79,100,104,146,NaN,146,22.101,145,1,90,2,3377,NaN,NaN,NaN,NaN
23,22.86715,twentyMin,1,1635598660573,31.47,4.904,30.078,22903.5,NaN,81,106,105,145,NaN,145,23.147,145,1,90,2,3378,NaN,NaN,NaN,NaN
24,23.426445,twentyMin,1,1635598661132,36.43,5.111,34.982,23510.5,NaN,81,111,107,145,NaN,145,24.109,145,1,90,2,3379,NaN,NaN,NaN,NaN
25,24.354847,twentyMin,1,1635598662062,41.62,5.3,40.093,24404.400000035763,NaN,81,116,108,145,NaN,145,24.960,145,1,90,2,3380,NaN,NaN,NaN,NaN
26,25.355107,twentyMin,1,1635598663061,46.98,5.474,45.393,25403.600000023842,NaN,82,120,109,145,NaN,145,25.841,145,1,90,2,3381,NaN,NaN,NaN,NaN
27,26.373894,twentyMin,1,1635598664079,52.48,5.633,50.867,26412.80000001192,NaN,84,123,109,145,NaN,145,26.870,145,1,90,2,3382,NaN,NaN,NaN,NaN
28,27.59101,twentyMin,1,1635598665296,58.16,5.782,56.5,27616.5,NaN,84,127,110,146,NaN,146,28.132,145,1,90,2,3383,NaN,NaN,NaN,NaN
29,28.354526,twentyMin,1,1635598666062,63.97,5.918,62.282,28414.900000035763,NaN,83,130,110,146,NaN,146,28.981,145,1,90,2,3384,NaN,NaN,NaN,NaN
30,29.605047,twentyMin,1,1635598667311,69.92,6.043,68.2,29607.600000023842,NaN,83,133,111,145,NaN,145,30.024,145,1,90,2,3385,NaN,NaN,NaN,NaN
31,30.605083,twentyMin,1,1635598668311,76,6.16,74.243,30607.600000023842,NaN,84,136,111,146,NaN,146,30.974,145,1,90,2,3386,NaN,NaN,NaN,NaN
32,31.551901,twentyMin,1,1635598669257,82.17,6.266,80.403,31606,NaN,84,138,112,145,NaN,145,32.013,145,1,90,2,3387,NaN,NaN,NaN,NaN
33,32.762866,twentyMin,1,1635598670468,88.47,6.365,86.67,32814.90000003576,NaN,84,141,113,145,NaN,145,33.126,145,1,90,2,3388,NaN,NaN,NaN,NaN
34,33.776667,twentyMin,1,1635598671482,94.59,6.456,93.035,33816.19999998808,NaN,83,137,113,145,NaN,145,34.121,145,1,90,2,3389,NaN,NaN,NaN,NaN
35,34.499984,twentyMin,1,1635598672205,100.85,6.541,99.491,34507.40000003576,NaN,84,140,114,145,NaN,145,35.019,145,1,90,2,3390,NaN,NaN,NaN,NaN
36,35.605029,twentyMin,1,1635598673310,107.2,6.62,106.032,35606.60000002384,NaN,84,142,115,145,NaN,145,35.961,145,1,90,2,3391,NaN,NaN,NaN,NaN
37,36.355236,twentyMin,1,1635598674061,113.64,6.693,112.652,36410.10000002384,NaN,83,144,115,145,NaN,145,36.923,145,1,90,2,3392,NaN,NaN,NaN,NaN
38,37.354894,twentyMin,1,1635598675061,120.16,6.76,119.344,37413.60000002384,NaN,83,146,116,145,NaN,145,37.971,145,1,90,2,3393,NaN,NaN,NaN,NaN
39,38.605204,twentyMin,1,1635598676311,126.78,6.823,126.105,38614.80000001192,NaN,82,148,116,145,NaN,145,38.904,145,1,90,2,3394,NaN,NaN,NaN,NaN
40,39.425171,twentyMin,1,1635598677131,133.44,6.882,132.928,39508.80000001192,NaN,83,149,116,145,NaN,145,39.923,145,1,90,2,3395,NaN,NaN,NaN,NaN
41,40.658023,twentyMin,1,1635598678363,140.19,6.936,139.81,40711.90000003576,NaN,85,151,117,145,NaN,145,41.050,145,1,90,2,3396,NaN,NaN,NaN,NaN
42,41.855291,twentyMin,1,1635598679561,146.99,6.987,146.746,41915.5,NaN,85,152,116,145,NaN,145,42.042,145,1,90,2,3397,NaN,NaN,NaN,NaN
43,42.376177,twentyMin,1,1635598680082,153.87,7.035,153.733,42413.10000002384,NaN,86,154,116,146,NaN,146,43.040,145,1,90,2,3398,NaN,NaN,NaN,NaN
44,43.845641,twentyMin,1,1635598681551,160.8,7.08,160.768,43914.19999998808,NaN,87,155,117,146,NaN,146,44.111,145,1,90,2,3399,NaN,NaN,NaN,NaN
45,44.854475,twentyMin,1,1635598682560,167.77,7.122,167.848,44917.90000003576,NaN,88,156,117,146,NaN,146,45.079,145,1,90,2,3400,NaN,NaN,NaN,NaN
46,45.58936,twentyMin,1,1635598683295,174.79,7.16,174.97,45613,NaN,90,157,118,145,NaN,145,46.109,145,1,90,2,3401,NaN,NaN,NaN,NaN
47,46.800676,twentyMin,1,1635598684506,181.86,7.195,182.13,46813,NaN,90,158,119,145,NaN,145,47.180,145,1,90,2,3402,NaN,NaN,NaN,NaN
48,47.825411,twentyMin,1,1635598685531,188.96,7.227,189.325,47907.10000002384,NaN,90,159,118,145,NaN,145,48.049,145,1,90,2,3403,NaN,NaN,NaN,NaN
49,48.355138,twentyMin,1,1635598686060,196.12,7.257,196.552,48415.5,NaN,89,160,118,145,NaN,145,48.837,145,1,90,2,3404,NaN,NaN,NaN,NaN
50,49.355093,twentyMin,1,1635598687060,203.31,7.285,203.809,49405.10000002384,NaN,90,161,118,145,NaN,145,49.876,145,1,90,2,3405,NaN,NaN,NaN,NaN
51,50.604417,twentyMin,1,1635598688310,210.51,7.311,211.094,50603.40000003576,NaN,89,161,117,145,NaN,145,50.997,145,1,90,2,3406,NaN,NaN,NaN,NaN
52,51.873586,twentyMin,1,1635598689579,217.75,7.336,218.405,51913.19999998808,NaN,90,162,117,145,NaN,145,52.163,145,1,90,2,3407,NaN,NaN,NaN,NaN
53,52.481063,twentyMin,1,1635598690186,225.04,7.36,225.741,52504.10000002384,NaN,90,163,117,146,NaN,146,52.991,145,1,90,2,3408,NaN,NaN,NaN,NaN
54,53.710345,twentyMin,1,1635598691416,232.33,7.381,233.101,53718.10000002384,NaN,91,163,117,145,NaN,145,54.006,145,1,90,2,3409,NaN,NaN,NaN,NaN
55,54.435311,twentyMin,1,1635598692141,239.66,7.4,240.482,54505.19999998808,NaN,90,164,116,145,NaN,145,55.060,145,1,90,2,3410,NaN,NaN,NaN,NaN
56,55.453395,twentyMin,1,1635598693159,246.99,7.418,247.882,55507.40000003576,NaN,91,164,117,145,NaN,145,56.101,145,1,90,2,3411,NaN,NaN,NaN,NaN
57,56.874166,twentyMin,1,1635598694579,254.37,7.435,255.3,56914.10000002384,NaN,91,165,117,145,NaN,145,57.078,145,1,90,2,3412,NaN,NaN,NaN,NaN
58,57.35533,twentyMin,1,1635598695061,261.74,7.451,262.736,57405.19999998808,NaN,91,165,117,145,NaN,145,57.802,145,1,90,2,3413,NaN,NaN,NaN,NaN
59,58.355264,twentyMin,1,1635598696061,269.16,7.466,270.187,58410.69999998808,NaN,90,166,118,145,NaN,145,58.871,145,1,90,2,3414,NaN,NaN,NaN,NaN
60,59.605337,twentyMin,1,1635598697311,276.58,7.479,277.652,59608.90000003576,NaN,90,166,118,145,NaN,145,59.993,145,1,90,2,3415,NaN,NaN,NaN,NaN
61,60.355257,twentyMin,1,1635598698061,284.05,7.492,285.132,60405.80000001192,NaN,88,167,118,145,NaN,145,60.945,145,1,90,2,3416,NaN,NaN,NaN,NaN
62,61.355071,twentyMin,1,1635598699060,291.51,7.504,292.624,61408.30000001192,NaN,89,167,117,145,NaN,145,61.879,145,1,90,2,3417,NaN,NaN,NaN,NaN
63,62.570876,twentyMin,1,1635598700276,298.98,7.516,300.127,62605.10000002384,NaN,89,167,117,146,NaN,146,62.939,145,1,90,2,3418,NaN,NaN,NaN,NaN
64,63.605261,twentyMin,1,1635598701311,306.49,7.526,307.644,63604,NaN,90,168,117,145,NaN,145,64.011,145,1,90,2,3419,NaN,NaN,NaN,NaN
65,64.85529,twentyMin,1,1635598702561,314,7.536,315.17,64916.30000001192,NaN,90,168,117,145,NaN,145,65.071,145,1,90,2,3420,NaN,NaN,NaN,NaN
66,65.536762,twentyMin,1,1635598703242,321.51,7.545,322.706,65606.69999998808,NaN,89,168,117,145,NaN,145,66.009,145,1,90,2,3421,NaN,NaN,NaN,NaN
67,66.764594,twentyMin,1,1635598704470,329.02,7.553,330.25,66818.80000001192,NaN,90,168,116,145,NaN,145,67.118,145,1,90,2,3422,NaN,NaN,NaN,NaN
68,67.487524,twentyMin,1,1635598705193,336.58,7.562,337.803,67509,NaN,90,169,117,146,NaN,146,67.991,145,1,90,2,3423,NaN,NaN,NaN,NaN
69,68.504859,twentyMin,1,1635598706210,344.13,7.57,345.365,68510.60000002384,NaN,90,169,117,146,NaN,146,68.949,145,1,90,2,3424,NaN,NaN,NaN,NaN
70,69.355217,twentyMin,1,1635598707060,351.69,7.575,352.935,69409.90000003576,NaN,91,169,117,144,NaN,144,69.899,145,1,90,2,3425,NaN,NaN,NaN,NaN
71,70.355271,twentyMin,1,1635598708061,359.24,7.58,360.51,70411.5,NaN,89,169,118,144,NaN,144,70.861,145,1,90,2,3426,NaN,NaN,NaN,NaN
72,71.605454,twentyMin,1,1635598709311,366.8,7.586,368.09,71607.80000001192,NaN,89,169,119,145,NaN,145,71.975,145,1,90,2,3427,NaN,NaN,NaN,NaN
73,72.604908,twentyMin,1,1635598710310,374.35,7.591,375.676,72616.40000003576,NaN,88,169,119,145,NaN,145,72.904,145,1,90,2,3428,NaN,NaN,NaN,NaN
74,73.398657,twentyMin,1,1635598711104,381.95,7.597,383.267,73415.5,NaN,88,170,120,146,NaN,146,73.964,145,1,90,2,3429,NaN,NaN,NaN,NaN
75,74.411808,twentyMin,1,1635598712117,389.55,7.6,390.864,74403.90000003576,NaN,89,170,121,144,NaN,144,75.003,145,1,90,2,3430,NaN,NaN,NaN,NaN
76,75.614802,twentyMin,1,1635598713320,397.15,7.605,398.464,75604.69999998808,NaN,88,170,121,145,NaN,145,76.118,145,1,90,2,3431,NaN,NaN,NaN,NaN
77,76.846458,twentyMin,1,1635598714552,404.75,7.609,406.069,76912.30000001192,NaN,87,170,122,145,NaN,145,77.111,145,1,90,2,3432,NaN,NaN,NaN,NaN
78,77.855226,twentyMin,1,1635598715561,412.35,7.613,413.678,77912,NaN,86,170,122,145,NaN,145,78.037,145,1,90,2,3433,NaN,NaN,NaN,NaN
79,78.570048,twentyMin,1,1635598716275,419.95,7.617,421.291,78605.80000001192,NaN,87,170,122,146,NaN,146,79.028,145,1,90,2,3434,NaN,NaN,NaN,NaN
80,79.580802,twentyMin,1,1635598717286,427.32,7.622,428.908,79618.5,NaN,87,165,123,146,NaN,146,80.141,145,1,90,2,3435,NaN,NaN,NaN,NaN
81,80.801759,twentyMin,1,1635598718507,434.75,7.626,436.53,80804.10000002384,NaN,87,166,123,146,NaN,146,81.218,145,1,90,2,3436,NaN,NaN,NaN,NaN
82,81.354734,twentyMin,1,1635598719061,442.17,7.63,444.156,81410.5,NaN,86,166,122,146,NaN,146,82.127,145,1,90,2,3437,NaN,NaN,NaN,NaN
83,82.354923,twentyMin,1,1635598720061,449.63,7.634,451.787,82416.30000001192,NaN,88,167,122,146,NaN,146,82.902,145,1,90,2,3438,NaN,NaN,NaN,NaN
84,83.495747,twentyMin,1,1635598721201,457.1,7.636,459.421,83510.90000003576,NaN,90,167,122,145,NaN,145,83.990,145,1,90,2,3439,NaN,NaN,NaN,NaN
85,84.502441,twentyMin,1,1635598722208,464.34,7.638,467.057,84511.10000002384,NaN,91,162,121,145,NaN,145,85.118,145,1,90,2,3440,NaN,NaN,NaN,NaN
86,85.728984,twentyMin,1,1635598723434,471.63,7.638,474.695,85813,NaN,90,163,121,144,NaN,144,86.074,145,1,90,2,3441,NaN,NaN,NaN,NaN
87,86.869958,twentyMin,1,1635598724575,478.96,7.638,482.333,86909.80000001192,NaN,90,164,120,144,NaN,144,87.090,145,1,90,2,3442,NaN,NaN,NaN,NaN
88,87.45066,twentyMin,1,1635598725156,486.07,7.64,489.972,87504.19999998808,NaN,90,159,120,145,NaN,145,87.924,145,1,90,2,3443,NaN,NaN,NaN,NaN
89,88.868699,twentyMin,1,1635598726574,492.99,7.642,497.612,88907.10000002384,NaN,90,155,120,145,NaN,145,89.170,145,1,90,2,3444,NaN,NaN,NaN,NaN
90,89.405579,twentyMin,1,1635598727111,499.97,7.643,505.254,89405.60000002384,NaN,90,156,120,145,NaN,145,90.134,145,1,90,2,3445,NaN,NaN,NaN,NaN
91,90.636985,twentyMin,1,1635598728342,506.99,7.645,512.897,90713.60000002384,NaN,89,157,120,145,NaN,145,91.210,145,1,90,2,3446,NaN,NaN,NaN,NaN
92,91.646063,twentyMin,1,1635598729351,514.05,7.646,520.541,91716,NaN,89,158,120,145,NaN,145,91.992,145,1,90,2,3447,NaN,NaN,NaN,NaN
93,92.372529,twentyMin,1,1635598730078,521.16,7.647,528.187,92411.10000002384,NaN,90,159,120,145,NaN,145,92.901,145,1,90,2,3448,NaN,NaN,NaN,NaN
94,93.86434,twentyMin,1,1635598731570,528.09,7.648,535.834,93915.60000002384,NaN,90,155,119,145,NaN,145,94.331,145,1,90,2,3449,NaN,NaN,NaN,NaN
95,94.845544,twentyMin,1,1635598732551,535.06,7.649,543.483,94914.40000003576,NaN,90,156,119,145,NaN,145,95.058,145,1,90,2,3450,NaN,NaN,NaN,NaN
96,95.562105,twentyMin,1,1635598733267,542.08,7.65,551.132,95607.80000001192,NaN,90,157,119,145,NaN,145,95.935,145,1,90,2,3451,NaN,NaN,NaN,NaN
97,96.581242,twentyMin,1,1635598734287,549.14,7.651,558.782,96604.5,NaN,88,158,118,145,NaN,145,96.975,145,1,90,2,3452,NaN,NaN,NaN,NaN
98,97.864362,twentyMin,1,1635598735570,556.25,7.652,566.433,97913.19999998808,NaN,88,159,118,145,NaN,145,98.091,145,1,90,2,3453,NaN,NaN,NaN,NaN
99,98.865358,twentyMin,1,1635598736571,563.18,7.653,574.085,98909.10000002384,NaN,89,155,118,145,NaN,145,99.091,145,1,90,2,3454,NaN,NaN,NaN,NaN
100,99.747674,twentyMin,1,1635598737453,569.93,7.653,581.738,99809.80000001192,NaN,89,151,118,145,NaN,145,100.162,145,1,90,2,3455,NaN,NaN,NaN,NaN
101,100.867232,twentyMin,1,1635598738572,576.72,7.654,589.391,100915.60000002384,NaN,89,152,118,145,NaN,145,101.104,145,1,90,2,3456,NaN,NaN,NaN,NaN
102,101.481934,twentyMin,1,1635598739187,583.61,7.655,597.045,101504.69999998808,NaN,89,154,118,145,NaN,145,102.053,145,1,90,2,3457,NaN,NaN,NaN,NaN
103,102.703227,twentyMin,1,1635598740408,590.54,7.655,604.7,102704.5,NaN,89,155,118,145,NaN,145,103.008,145,1,90,2,3458,NaN,NaN,NaN,NaN
104,103.870564,twentyMin,1,1635598741576,597.51,7.656,612.355,103907.69999998808,NaN,90,156,118,145,NaN,145,104.093,145,1,90,2,3459,NaN,NaN,NaN,NaN
105,104.601517,twentyMin,1,1635598742307,604.53,7.656,620.011,104604.5,NaN,90,157,117,145,NaN,145,104.952,145,1,90,2,3460,NaN,NaN,NaN,NaN
106,105.423827,twentyMin,1,1635598743129,611.59,7.657,627.668,105507.30000001192,NaN,90,158,116,145,NaN,145,105.925,145,1,90,2,3461,NaN,NaN,NaN,NaN
107,106.660404,twentyMin,1,1635598744366,618.7,7.657,635.325,106714.90000003576,NaN,90,159,116,145,NaN,145,107.081,145,1,90,2,3462,NaN,NaN,NaN,NaN
108,107.851625,twentyMin,1,1635598745557,625.85,7.658,642.982,107917.40000003576,NaN,89,160,116,145,NaN,145,108.044,145,1,90,2,3463,NaN,NaN,NaN,NaN
109,108.868493,twentyMin,1,1635598746574,633.05,7.658,650.639,108906.5,NaN,89,161,115,145,NaN,145,109.170,145,1,90,2,3464,NaN,NaN,NaN,NaN
110,109.84386,twentyMin,1,1635598747549,640.25,7.658,658.298,109914.80000001192,NaN,89,161,115,145,NaN,145,110.110,145,1,90,2,3465,NaN,NaN,NaN,NaN
111,110.85161,twentyMin,1,1635598748557,647.49,7.66,665.956,110903.69999998808,NaN,89,162,115,146,NaN,146,111.079,145,1,90,2,3466,NaN,NaN,NaN,NaN
112,111.580215,twentyMin,1,1635598749286,654.78,7.66,673.616,111605,NaN,90,163,115,145,NaN,145,112.105,145,1,90,2,3467,NaN,NaN,NaN,NaN
113,112.814253,twentyMin,1,1635598750520,662.06,7.661,681.277,112807.80000001192,NaN,90,163,115,145,NaN,145,113.127,145,1,90,2,3468,NaN,NaN,NaN,NaN
114,113.863686,twentyMin,1,1635598751569,669.4,7.659,688.937,113912.90000003576,NaN,88,164,116,144,NaN,144,114.294,145,1,90,2,3469,NaN,NaN,NaN,NaN
115,114.768985,twentyMin,1,1635598752474,676.73,7.66,696.596,114803.80000001192,NaN,88,164,117,145,NaN,145,115.253,145,1,90,2,3470,NaN,NaN,NaN,NaN
116,115.865718,twentyMin,1,1635598753571,684.1,7.66,704.256,115905,NaN,88,165,117,145,NaN,145,116.109,145,1,90,2,3471,NaN,NaN,NaN,NaN
117,116.507713,twentyMin,1,1635598754213,691.48,7.66,711.916,116513.90000003576,NaN,87,165,118,145,NaN,145,116.916,145,1,90,2,3472,NaN,NaN,NaN,NaN
118,117.725263,twentyMin,1,1635598755431,698.9,7.66,719.576,117809.5,NaN,87,166,118,145,NaN,145,118.155,145,1,90,2,3473,NaN,NaN,NaN,NaN
119,118.74535,twentyMin,1,1635598756451,706.32,7.66,727.236,118815.10000002384,NaN,87,166,118,145,NaN,145,119.013,145,1,90,2,3474,NaN,NaN,NaN,NaN
120,119.456831,twentyMin,1,1635598757162,713.79,7.662,734.897,119510.40000003576,NaN,87,167,118,146,NaN,146,120.019,145,1,90,2,3475,NaN,NaN,NaN,NaN
121,120.691086,twentyMin,1,1635598758397,721.25,7.662,742.559,120704.30000001192,NaN,88,167,118,145,NaN,145,121.143,145,1,90,2,3476,NaN,NaN,NaN,NaN
122,121.869802,twentyMin,1,1635598759575,728.72,7.662,750.221,121908,NaN,87,167,118,145,NaN,145,122.146,145,1,90,2,3477,NaN,NaN,NaN,NaN
123,122.423542,twentyMin,1,1635598760129,736.23,7.662,757.883,122503.40000003576,NaN,87,168,118,145,NaN,145,123.172,145,1,90,2,3478,NaN,NaN,NaN,NaN
124,123.655,twentyMin,1,1635598761361,743.74,7.662,765.546,123709.10000002384,NaN,87,168,117,145,NaN,145,124.194,145,1,90,2,3479,NaN,NaN,NaN,NaN
125,124.373917,twentyMin,1,1635598762079,751.25,7.662,773.208,124412.69999998808,NaN,86,168,118,145,NaN,145,124.931,145,1,90,2,3480,NaN,NaN,NaN,NaN
126,125.39634,twentyMin,1,1635598763102,758.76,7.663,780.871,125404.19999998808,NaN,86,168,117,145,NaN,145,126.059,145,1,90,2,3481,NaN,NaN,NaN,NaN
127,126.600236,twentyMin,1,1635598764306,766.27,7.663,788.533,126603.90000003576,NaN,86,168,117,145,NaN,145,127.194,145,1,90,2,3482,NaN,NaN,NaN,NaN
128,127.821788,twentyMin,1,1635598765527,773.82,7.664,796.196,127904.10000002384,NaN,86,169,117,146,NaN,146,128.153,145,1,90,2,3483,NaN,NaN,NaN,NaN
129,128.601597,twentyMin,1,1635598766307,781.38,7.665,803.86,128607.5,NaN,86,169,117,146,NaN,146,128.933,145,1,90,2,3484,NaN,NaN,NaN,NaN
130,129.545854,twentyMin,1,1635598767251,788.93,7.667,811.525,129614.10000002384,NaN,88,169,117,146,NaN,146,129.927,145,1,90,2,3485,NaN,NaN,NaN,NaN
131,130.56641,twentyMin,1,1635598768272,796.49,7.666,819.192,130604.90000003576,NaN,88,169,118,145,NaN,145,131.051,145,1,90,2,3486,NaN,NaN,NaN,NaN
132,131.851919,twentyMin,1,1635598769557,804.04,7.666,826.858,131910.80000001192,NaN,87,169,118,145,NaN,145,132.071,145,1,90,2,3487,NaN,NaN,NaN,NaN
133,132.747081,twentyMin,1,1635598770453,811.64,7.666,834.524,132807.5,NaN,88,170,118,145,NaN,145,133.159,145,1,90,2,3488,NaN,NaN,NaN,NaN
134,133.759217,twentyMin,1,1635598771465,819.24,7.666,842.19,133812.10000002384,NaN,88,170,118,145,NaN,145,134.028,145,1,90,2,3489,NaN,NaN,NaN,NaN
135,134.471083,twentyMin,1,1635598772177,826.84,7.666,849.856,134519,NaN,88,170,118,145,NaN,145,135.050,145,1,90,2,3490,NaN,NaN,NaN,NaN
136,135.702448,twentyMin,1,1635598773408,834.44,7.665,857.522,135708.19999998808,NaN,87,170,118,145,NaN,145,136.204,145,1,90,2,3491,NaN,NaN,NaN,NaN
137,136.441248,twentyMin,1,1635598774147,842.04,7.665,865.187,136511.69999998808,NaN,87,170,117,145,NaN,145,136.972,145,1,90,2,3492,NaN,NaN,NaN,NaN
138,137.672629,twentyMin,1,1635598775378,849.64,7.667,872.853,137713.90000003576,NaN,88,170,117,146,NaN,146,138.080,145,1,90,2,3493,NaN,NaN,NaN,NaN
139,138.601615,twentyMin,1,1635598776307,857.24,7.668,880.519,138606.80000001192,NaN,88,170,117,146,NaN,146,138.901,145,1,90,2,3494,NaN,NaN,NaN,NaN
140,139.396553,twentyMin,1,1635598777102,864.84,7.668,888.187,139411.69999998808,NaN,89,170,116,145,NaN,145,139.960,145,1,90,2,3495,NaN,NaN,NaN,NaN
141,140.40742,twentyMin,1,1635598778113,872.44,7.667,895.855,140403.80000001192,NaN,88,170,116,145,NaN,145,140.998,145,1,90,2,3496,NaN,NaN,NaN,NaN
142,141.628443,twentyMin,1,1635598779334,880.04,7.668,903.522,141712.19999998808,NaN,87,170,116,146,NaN,146,142.122,145,1,90,2,3497,NaN,NaN,NaN,NaN
143,142.8443,twentyMin,1,1635598780550,887.69,7.668,911.19,142903.40000003576,NaN,89,171,116,145,NaN,145,143.108,145,1,90,2,3498,NaN,NaN,NaN,NaN
144,143.851761,twentyMin,1,1635598781557,895.33,7.666,918.858,143909.5,NaN,89,171,116,144,NaN,144,144.079,145,1,90,2,3499,NaN,NaN,NaN,NaN
145,144.578987,twentyMin,1,1635598782285,902.97,7.666,926.525,144615.80000001192,NaN,88,171,117,145,NaN,145,145.106,145,1,90,2,3500,NaN,NaN,NaN,NaN
146,145.7999,twentyMin,1,1635598783505,910.62,7.666,934.191,145811.5,NaN,87,171,117,145,NaN,145,146.180,145,1,90,2,3501,NaN,NaN,NaN,NaN
147,146.813283,twentyMin,1,1635598784519,918.26,7.667,941.856,146806.80000001192,NaN,86,171,117,146,NaN,146,147.227,145,1,90,2,3502,NaN,NaN,NaN,NaN
148,147.524547,twentyMin,1,1635598785230,925.91,7.667,949.524,147608.60000002384,NaN,87,171,118,145,NaN,145,148.171,145,1,90,2,3503,NaN,NaN,NaN,NaN
149,148.536416,twentyMin,1,1635598786242,933.55,7.667,957.19,148606.19999998808,NaN,88,171,119,145,NaN,145,149.066,145,1,90,2,3504,NaN,NaN,NaN,NaN
150,149.601905,twentyMin,1,1635598787307,941.2,7.666,964.857,149616.30000001192,NaN,88,171,119,145,NaN,145,149.996,145,1,90,2,3505,NaN,NaN,NaN,NaN
151,150.875239,twentyMin,1,1635598788581,948.84,7.666,972.523,150913.69999998808,NaN,86,171,118,145,NaN,145,151.159,145,1,90,2,3506,NaN,NaN,NaN,NaN
152,151.4733,twentyMin,1,1635598789179,956.48,7.666,980.189,151511.69999998808,NaN,85,171,118,145,NaN,145,151.986,145,1,90,2,3507,NaN,NaN,NaN,NaN
153,152.695586,twentyMin,1,1635598790401,964.13,7.666,987.855,152708.30000001192,NaN,86,171,118,145,NaN,145,153.060,145,1,90,2,3508,NaN,NaN,NaN,NaN
154,153.723627,twentyMin,1,1635598791429,971.77,7.667,995.521,153807.10000002384,NaN,86,171,117,146,NaN,146,154.023,145,1,90,2,3509,NaN,NaN,NaN,NaN
