ticks,videoTimestamp,targetPower4dpType,intervalId,timeOfDayTimestamp,distanceMeters,speedVirtualMps,distanceVirtualMeters,workoutPosition,powerMatchOffset,cadence,speed,heartRate,power,distanceSensorMeters,trainerPower,time,targetPower,targetHeartRateZone,targetCadence,targetRpe,secondsSinceStart,grade,speedSensorMps,leftPower,rightPower
1072,1071.561271,twentyMin,9,1635599709267,8946.9,7.364,9044.169,1071615.6000000238,NaN,94,157,126,131,NaN,131,1072.215,131,1,90,2,4427,NaN,NaN,NaN,NaN
1073,1072.779647,twentyMin,9,1635599710485,8953.92,7.364,9051.533,1072816.9000000358,NaN,95,157,125,131,NaN,131,1073.136,131,1,90,2,4428,NaN,NaN,NaN,NaN
1074,1073.848138,twentyMin,9,1635599711554,8960.98,7.364,9058.897,1073907.800000012,NaN,95,158,125,131,NaN,131,1074.060,131,1,90,2,4429,NaN,NaN,NaN,NaN
1075,1074.598744,twentyMin,9,1635599712305,8968.05,7.363,9066.261,1074615.4000000358,NaN,94,158,125,131,NaN,131,1074.988,131,1,90,2,4430,NaN,NaN,NaN,NaN
1076,1075.598764,twentyMin,9,1635599713305,8975.16,7.363,9073.625,1075615,NaN,94,159,125,131,NaN,131,1075.956,131,1,90,2,4431,NaN,NaN,NaN,NaN
1077,1076.462604,twentyMin,9,1635599714168,8982.26,7.363,9080.988,1076503.5,NaN,94,159,126,131,NaN,131,1076.983,131,1,90,2,4432,NaN,NaN,NaN,NaN
1078,1077.685846,twentyMin,9,1635599715392,8989.42,7.363,9088.351,1077707,NaN,94,160,126,131,NaN,131,1078.056,131,1,90,2,4433,NaN,NaN,NaN,NaN
1079,1078.706198,twentyMin,9,1635599716412,8996.57,7.363,9095.714,1078715.300000012,NaN,94,160,126,131,NaN,131,1079.108,131,1,90,2,4434,NaN,NaN,NaN,NaN
1080,1079.410555,twentyMin,9,1635599717116,9003.72,7.362,9103.076,1079406.800000012,NaN,97,160,126,131,NaN,131,1079.947,131,1,90,2,4435,NaN,NaN,NaN,NaN
1081,1080.425651,twentyMin,9,1635599718131,9010.87,7.362,9110.439,1080509.300000012,NaN,100,160,126,131,NaN,131,1081.149,131,1,90,2,4436,NaN,NaN,NaN,NaN
1082,1081.380013,twentyMin,9,1635599719086,9018.07,7.362,9117.801,1081418,NaN,100,161,126,131,NaN,131,1082.038,131,1,90,2,4437,NaN,NaN,NaN,NaN
1083,1082.400657,twentyMin,9,1635599720106,9025.27,7.362,9125.163,1082408.800000012,NaN,100,161,127,131,NaN,131,1083.077,131,1,90,2,4438,NaN,NaN,NaN,NaN
1084,1083.617327,twentyMin,9,1635599721323,9032.47,7.362,9132.525,1083607.800000012,NaN,99,161,127,131,NaN,131,1084.200,131,1,90,2,4439,NaN,NaN,NaN,NaN
1085,1084.82769,twentyMin,9,1635599722533,9039.66,7.362,9139.887,1084905.4000000358,NaN,99,161,126,131,NaN,131,1085.269,131,1,90,2,4440,NaN,NaN,NaN,NaN
1086,1085.835856,twentyMin,9,1635599723542,9046.9,7.362,9147.249,1085905,NaN,99,162,125,131,NaN,131,1086.052,131,1,90,2,4441,NaN,NaN,NaN,NaN
1087,1086.551424,twentyMin,9,1635599724257,9054.15,7.362,9154.611,1086605.300000012,NaN,98,162,125,131,NaN,131,1086.929,131,1,90,2,4442,NaN,NaN,NaN,NaN
1088,1087.579777,twentyMin,9,1635599725286,9061.39,7.361,9161.972,1087604,NaN,98,162,125,131,NaN,131,1087.970,131,1,90,2,4443,NaN,NaN,NaN,NaN
1089,1088.788346,twentyMin,9,1635599726494,9068.63,7.361,9169.333,1088803.699999988,NaN,97,162,125,131,NaN,131,1089.019,131,1,90,2,4444,NaN,NaN,NaN,NaN
1090,1089.868554,twentyMin,9,1635599727574,9075.87,7.361,9176.695,1089909.1000000238,NaN,97,162,125,131,NaN,131,1090.292,131,1,90,2,4445,NaN,NaN,NaN,NaN
1091,1090.737213,twentyMin,9,1635599728443,9083.16,7.361,9184.056,1090814.6000000238,NaN,95,163,125,131,NaN,131,1091.157,131,1,90,2,4446,NaN,NaN,NaN,NaN
1092,1091.871474,twentyMin,9,1635599729577,9090.45,7.361,9191.417,1091909.800000012,NaN,96,163,125,131,NaN,131,1092.158,131,1,90,2,4447,NaN,NaN,NaN,NaN
1093,1092.474382,twentyMin,9,1635599730180,9097.73,7.361,9198.778,1092511.699999988,NaN,96,163,125,131,NaN,131,1093.153,131,1,90,2,4448,NaN,NaN,NaN,NaN
1094,1093.710681,twentyMin,9,1635599731416,9105.02,7.361,9206.139,1093704,NaN,96,163,125,131,NaN,131,1094.206,131,1,90,2,4449,NaN,NaN,NaN,NaN
1095,1094.863929,twentyMin,9,1635599732570,9112.31,7.361,9213.5,1094917.1000000238,NaN,96,163,126,131,NaN,131,1095.163,131,1,90,2,4450,NaN,NaN,NaN,NaN
1096,1095.598756,twentyMin,9,1635599733305,9119.59,7.361,9220.861,1095612.4000000358,NaN,96,163,126,131,NaN,131,1095.899,131,1,90,2,4451,NaN,NaN,NaN,NaN
1097,1096.401343,twentyMin,9,1635599734107,9126.88,7.361,9228.222,1096419.4000000358,NaN,95,163,127,131,NaN,131,1096.877,131,1,90,2,4452,NaN,NaN,NaN,NaN
1098,1097.411296,twentyMin,9,1635599735117,9134.17,7.361,9235.583,1097418.4000000358,NaN,95,163,127,131,NaN,131,1098.000,131,1,90,2,4453,NaN,NaN,NaN,NaN
1099,1098.598814,twentyMin,9,1635599736305,9141.45,7.361,9242.943,1098616.800000012,NaN,95,163,125,131,NaN,131,1098.918,131,1,90,2,4454,NaN,NaN,NaN,NaN
1100,1099.598806,twentyMin,9,1635599737305,9148.78,7.361,9250.304,1099607.9000000358,NaN,95,164,123,131,NaN,131,1100.030,131,1,90,2,4455,NaN,NaN,NaN,NaN
1101,1100.841861,twentyMin,9,1635599738548,9156.12,7.361,9257.665,1100911.5,NaN,94,164,123,131,NaN,131,1101.030,131,1,90,2,4456,NaN,NaN,NaN,NaN
1102,1101.572432,twentyMin,9,1635599739278,9163.45,7.361,9265.025,1101604.9000000358,NaN,95,164,123,131,NaN,131,1102.032,131,1,90,2,4457,NaN,NaN,NaN,NaN
1103,1102.587983,twentyMin,9,1635599740294,9170.56,7.361,9272.386,1102611,NaN,95,159,122,131,NaN,131,1103.080,131,1,90,2,4458,NaN,NaN,NaN,NaN
1104,1103.869491,twentyMin,9,1635599741575,9177.71,7.36,9279.746,1103908.800000012,NaN,95,160,122,131,NaN,131,1104.168,131,1,90,2,4459,NaN,NaN,NaN,NaN
1105,1104.527996,twentyMin,9,1635599742234,9184.86,7.36,9287.107,1104612.199999988,NaN,95,160,123,131,NaN,131,1105.172,131,1,90,2,4460,NaN,NaN,NaN,NaN
1106,1105.758613,twentyMin,9,1635599743464,9192.01,7.36,9294.467,1105806,NaN,95,160,123,131,NaN,131,1106.125,131,1,90,2,4461,NaN,NaN,NaN,NaN
1107,1106.74379,twentyMin,9,1635599744450,9199.21,7.36,9301.828,1106817.9000000358,NaN,95,161,123,131,NaN,131,1107.025,131,1,90,2,4462,NaN,NaN,NaN,NaN
1108,1107.59881,twentyMin,9,1635599745305,9206.41,7.36,9309.188,1107606.699999988,NaN,95,161,124,131,NaN,131,1107.923,131,1,90,2,4463,NaN,NaN,NaN,NaN
1109,1108.599567,twentyMin,9,1635599746305,9213.61,7.36,9316.548,1108610.6000000238,NaN,96,161,124,131,NaN,131,1108.982,131,1,90,2,4464,NaN,NaN,NaN,NaN
1110,1109.848816,twentyMin,9,1635599747555,9220.8,7.36,9323.909,1109908.9000000358,NaN,95,161,123,131,NaN,131,1110.052,131,1,90,2,4465,NaN,NaN,NaN,NaN
1111,1110.447574,twentyMin,9,1635599748153,9228.04,7.36,9331.269,1110516.800000012,NaN,94,162,124,131,NaN,131,1110.976,131,1,90,2,4466,NaN,NaN,NaN,NaN
1112,1111.683912,twentyMin,9,1635599749390,9235.29,7.36,9338.629,1111706.6000000238,NaN,94,162,124,131,NaN,131,1112.100,131,1,90,2,4467,NaN,NaN,NaN,NaN
1113,1112.865309,twentyMin,9,1635599750571,9242.53,7.36,9345.99,1112918.6000000238,NaN,94,162,125,131,NaN,131,1113.166,131,1,90,2,4468,NaN,NaN,NaN,NaN
1114,1113.391908,twentyMin,9,1635599751098,9249.77,7.36,9353.35,1113414.300000012,NaN,94,162,125,131,NaN,131,1114.127,131,1,90,2,4469,NaN,NaN,NaN,NaN
1115,1114.623922,twentyMin,9,1635599752330,9257.01,7.36,9360.71,1114707.800000012,NaN,95,162,126,131,NaN,131,1115.119,131,1,90,2,4470,NaN,NaN,NaN,NaN
1116,1115.63823,twentyMin,9,1635599753344,9264.26,7.36,9368.07,1115708.4000000358,NaN,94,162,127,131,NaN,131,1116.158,131,1,90,2,4471,NaN,NaN,NaN,NaN
1117,1116.849035,twentyMin,9,1635599754555,9271.54,7.36,9375.431,1116915.4000000358,NaN,95,163,127,131,NaN,131,1117.278,131,1,90,2,4472,NaN,NaN,NaN,NaN
1118,1117.866841,twentyMin,9,1635599755573,9278.83,7.36,9382.791,1117904.199999988,NaN,95,163,127,131,NaN,131,1118.276,131,1,90,2,4473,NaN,NaN,NaN,NaN
1119,1118.575903,twentyMin,9,1635599756282,9286.12,7.36,9390.151,1118615.800000012,NaN,95,163,127,131,NaN,131,1119.085,131,1,90,2,4474,NaN,NaN,NaN,NaN
1120,1119.598933,twentyMin,9,1635599757305,9293.4,7.36,9397.511,1119612.4000000358,NaN,94,163,127,131,NaN,131,1120.016,131,1,90,2,4475,NaN,NaN,NaN,NaN
1121,1120.599005,twentyMin,9,1635599758305,9300.69,7.36,9404.871,1120607.699999988,NaN,94,163,126,131,NaN,131,1120.971,131,1,90,2,4476,NaN,NaN,NaN,NaN
1122,1121.539041,twentyMin,9,1635599759245,9307.98,7.36,9412.231,1121608.1000000238,NaN,93,163,126,131,NaN,131,1122.042,131,1,90,2,4477,NaN,NaN,NaN,NaN
1123,1122.765456,twentyMin,9,1635599760471,9315.26,7.36,9419.592,1122805.199999988,NaN,94,163,124,131,NaN,131,1123.218,131,1,90,2,4478,NaN,NaN,NaN,NaN
1124,1123.489156,twentyMin,9,1635599761195,9322.55,7.36,9426.952,1123515.699999988,NaN,94,163,124,131,NaN,131,1124.077,131,1,90,2,4479,NaN,NaN,NaN,NaN
1125,1124.721972,twentyMin,9,1635599762428,9329.84,7.36,9434.312,1124805.800000012,NaN,94,163,123,131,NaN,131,1125.150,131,1,90,2,4480,NaN,NaN,NaN,NaN
1126,1125.722311,twentyMin,9,1635599763428,9337.17,7.36,9441.672,1125804.4000000358,NaN,93,164,123,131,NaN,131,1126.208,131,1,90,2,4481,NaN,NaN,NaN,NaN
1127,1126.462857,twentyMin,9,1635599764169,9344.5,7.36,9449.032,1126516.6000000238,NaN,94,164,122,131,NaN,131,1127.185,131,1,90,2,4482,NaN,NaN,NaN,NaN
1128,1127.865857,twentyMin,9,1635599765572,9351.83,7.36,9456.392,1127919.1000000238,NaN,95,164,122,131,NaN,131,1128.083,131,1,90,2,4483,NaN,NaN,NaN,NaN
1129,1128.438038,twentyMin,9,1635599766144,9359.16,7.36,9463.752,1128506.9000000358,NaN,95,164,123,131,NaN,131,1128.890,131,1,90,2,4484,NaN,NaN,NaN,NaN
1130,1129.598869,twentyMin,9,1635599767305,9366.49,7.36,9471.112,1129606.699999988,NaN,95,164,122,131,NaN,131,1129.943,131,1,90,2,4485,NaN,NaN,NaN,NaN
1131,1130.403221,twentyMin,9,1635599768109,9373.82,7.36,9478.472,1130411.699999988,NaN,95,164,123,131,NaN,131,1130.965,131,1,90,2,4486,NaN,NaN,NaN,NaN
1132,1131.598865,twentyMin,9,1635599769305,9381.16,7.36,9485.832,1131614.800000012,NaN,94,164,122,131,NaN,131,1131.948,131,1,90,2,4487,NaN,NaN,NaN,NaN
1133,1132.598909,twentyMin,9,1635599770305,9388.49,7.36,9493.192,1132607.6000000238,NaN,95,164,122,131,NaN,131,1132.987,131,1,90,2,4488,NaN,NaN,NaN,NaN
1134,1133.84908,twentyMin,9,1635599771555,9395.82,7.36,9500.553,1133905.6000000238,NaN,95,164,122,131,NaN,131,1134.110,131,1,90,2,4489,NaN,NaN,NaN,NaN
1135,1134.848568,twentyMin,9,1635599772554,9403.15,7.36,9507.913,1134907.699999988,NaN,95,164,122,131,NaN,131,1135.075,131,1,90,2,4490,NaN,NaN,NaN,NaN
1136,1135.575904,twentyMin,9,1635599773282,9410.48,7.36,9515.273,1135614.1000000238,NaN,95,164,122,131,NaN,131,1136.032,131,1,90,2,4491,NaN,NaN,NaN,NaN
1137,1136.869935,twentyMin,9,1635599774576,9417.63,7.36,9522.633,1136907.199999988,NaN,95,160,122,131,NaN,131,1137.170,131,1,90,2,4492,NaN,NaN,NaN,NaN
1138,1137.547595,twentyMin,9,1635599775253,9424.79,7.36,9529.993,1137617.4000000358,NaN,95,160,122,131,NaN,131,1138.179,131,1,90,2,4493,NaN,NaN,NaN,NaN
1139,1138.766735,twentyMin,9,1635599776472,9431.94,7.36,9537.353,1138805.800000012,NaN,95,160,122,131,NaN,131,1139.033,131,1,90,2,4494,NaN,NaN,NaN,NaN
1140,1139.497044,twentyMin,9,1635599777203,9439.14,7.36,9537.353,1139506.6000000238,NaN,NaN,161,122,NaN,NaN,NaN,1139.993,131,1,90,2,4495,NaN,NaN,NaN,NaN
1141,1140.514674,twentyMin,9,1635599778220,9446.11,7.36,9537.353,1140506.1000000238,NaN,NaN,156,122,NaN,NaN,NaN,1141.053,131,1,90,2,4496,NaN,NaN,NaN,NaN
1142,1141.731682,twentyMin,9,1635599779437,9452.91,7.36,9544.713,1141803.800000012,NaN,96,152,121,131,NaN,131,1142.115,131,1,90,2,4497,NaN,NaN,NaN,NaN
1143,1142.847673,twentyMin,9,1635599780553,9459.75,7.36,9552.073,1142912,NaN,96,153,121,131,NaN,131,1143.102,131,1,90,2,4498,NaN,NaN,NaN,NaN
1144,1143.7006,twentyMin,9,1635599781406,9466.63,7.36,9559.433,1143711.699999988,NaN,96,154,121,131,NaN,131,1144.064,131,1,90,2,4499,NaN,NaN,NaN,NaN
1145,1144.863646,twentyMin,9,1635599782569,9473.56,7.36,9566.793,1144913.1000000238,NaN,95,155,121,131,NaN,131,1145.081,131,1,90,2,4500,NaN,NaN,NaN,NaN
1146,1145.429679,twentyMin,9,1635599783135,9480.26,7.36,9574.153,1145513.300000012,NaN,94,150,121,131,NaN,131,1146.056,131,1,90,2,4501,NaN,NaN,NaN,NaN
1147,1146.651901,twentyMin,9,1635599784358,9487.01,7.362,9581.513,1146706.199999988,NaN,95,151,121,132,NaN,132,1147.192,131,1,90,2,4502,NaN,NaN,NaN,NaN
1148,1147.377951,twentyMin,9,1635599785084,9493.81,7.361,9588.875,1147404.1000000238,NaN,95,152,121,131,NaN,131,1148.035,131,1,90,2,4503,NaN,NaN,NaN,NaN
1149,1148.386541,twentyMin,9,1635599786092,9500.65,7.361,9596.236,1148404.199999988,NaN,95,153,121,131,NaN,131,1148.988,131,1,90,2,4504,NaN,NaN,NaN,NaN
1150,1149.605118,twentyMin,9,1635599787311,9507.53,7.361,9603.597,1149603.699999988,NaN,94,154,121,131,NaN,131,1150.046,131,1,90,2,4505,NaN,NaN,NaN,NaN
1151,1150.825808,twentyMin,9,1635599788532,9514.24,7.361,9610.959,1150903.6000000238,NaN,94,150,121,131,NaN,131,1151.269,131,1,90,2,4506,NaN,NaN,NaN,NaN
1152,1151.846603,twentyMin,9,1635599789552,9520.99,7.361,9618.32,1151904.4000000358,NaN,95,151,121,131,NaN,131,1152.055,131,1,90,2,4507,NaN,NaN,NaN,NaN
1153,1152.549501,twentyMin,9,1635599790255,9527.78,7.361,9625.681,1152604.800000012,NaN,95,152,121,131,NaN,131,1152.925,131,1,90,2,4508,NaN,NaN,NaN,NaN
1154,1153.562727,twentyMin,9,1635599791268,9534.62,7.361,9633.042,1153603.5,NaN,95,153,122,131,NaN,131,1153.965,131,1,90,2,4509,NaN,NaN,NaN,NaN
1155,1154.863411,twentyMin,9,1635599792569,9541.51,7.361,9640.403,1154904.6000000238,NaN,96,154,122,131,NaN,131,1155.086,131,1,90,2,4510,NaN,NaN,NaN,NaN
1156,1155.863717,twentyMin,9,1635599793569,9548.17,7.361,9647.764,1155903.9000000358,NaN,96,149,122,131,NaN,131,1156.260,131,1,90,2,4511,NaN,NaN,NaN,NaN
1157,1156.503772,twentyMin,9,1635599794209,9554.92,7.361,9655.124,1156503.9000000358,NaN,96,151,122,131,NaN,131,1157.113,204,3,90,4,4512,NaN,NaN,NaN,NaN
1158,1157.737964,twentyMin,10,1635599795444,9561.67,7.456,9662.485,1157806.800000012,NaN,98,151,123,195,NaN,195,1158.157,218,3,90,5,4513,NaN,NaN,NaN,NaN
1159,1158.865355,twentyMin,10,1635599796571,9568.6,7.561,9669.941,1158909.9000000358,NaN,96,155,123,207,NaN,207,1159.094,218,3,90,5,4514,NaN,NaN,NaN,NaN
1160,1159.864319,twentyMin,10,1635599797570,9575.66,7.674,9677.502,1159909.699999988,NaN,93,158,124,218,NaN,218,1160.290,218,3,90,5,4515,NaN,NaN,NaN,NaN
1161,1160.869156,twentyMin,10,1635599798575,9582.86,7.777,9685.176,1160903.9000000358,NaN,92,161,124,218,NaN,218,1161.082,218,3,90,5,4516,NaN,NaN,NaN,NaN
1162,1161.424696,twentyMin,10,1635599799130,9590.19,7.871,9692.953,1161508.199999988,NaN,90,164,124,217,NaN,217,1161.922,218,3,90,5,4517,NaN,NaN,NaN,NaN
1163,1162.595166,twentyMin,10,1635599800301,9597.66,7.958,9700.824,1162613.300000012,NaN,91,167,124,218,NaN,218,1162.939,218,3,90,5,4518,NaN,NaN,NaN,NaN
1164,1163.406956,twentyMin,10,1635599801113,9605.26,8.039,9708.782,1163416.300000012,NaN,90,170,124,218,NaN,218,1163.963,218,3,90,5,4519,NaN,NaN,NaN,NaN
1165,1164.595715,twentyMin,10,1635599802301,9612.95,8.111,9716.821,1164603.5,NaN,91,172,124,217,NaN,217,1164.888,218,3,90,5,4520,NaN,NaN,NaN,NaN
1166,1165.595582,twentyMin,10,1635599803301,9620.77,8.18,9724.933,1165608.5,NaN,90,175,125,218,NaN,218,1165.918,218,3,90,5,4521,NaN,NaN,NaN,NaN
1167,1166.585245,twentyMin,10,1635599804291,9628.68,8.242,9733.112,1166603.800000012,NaN,89,177,126,218,NaN,218,1167.023,218,3,90,5,4522,NaN,NaN,NaN,NaN
1168,1167.816783,twentyMin,10,1635599805522,9636.68,8.3,9741.355,1167814.199999988,NaN,90,179,127,218,NaN,218,1168.099,218,3,90,5,4523,NaN,NaN,NaN,NaN
1169,1168.832163,twentyMin,10,1635599806538,9644.73,8.353,9749.655,1168914.1000000238,NaN,90,180,128,218,NaN,218,1169.129,218,3,90,5,4524,NaN,NaN,NaN,NaN
1170,1169.553144,twentyMin,10,1635599807259,9652.87,8.402,9758.008,1169606.9000000358,NaN,89,182,128,218,NaN,218,1170.074,218,3,90,5,4525,NaN,NaN,NaN,NaN
1171,1170.87096,twentyMin,10,1635599808577,9661.05,8.447,9766.41,1170908,NaN,89,183,129,218,NaN,218,1171.293,218,3,90,5,4526,NaN,NaN,NaN,NaN
1172,1171.876495,twentyMin,10,1635599809582,9669.32,8.489,9774.857,1171915.1000000238,NaN,89,185,129,218,NaN,218,1172.111,218,3,90,5,4527,NaN,NaN,NaN,NaN
1173,1172.503767,twentyMin,10,1635599810209,9677.63,8.527,9783.346,1172504.6000000238,NaN,89,186,129,218,NaN,218,1173.034,218,3,90,5,4528,NaN,NaN,NaN,NaN
1174,1173.595695,twentyMin,10,1635599811301,9685.99,8.562,9791.873,1173605.300000012,NaN,89,187,130,218,NaN,218,1173.992,218,3,90,5,4529,NaN,NaN,NaN,NaN
1175,1174.595107,twentyMin,10,1635599812301,9694.4,8.594,9800.435,1174604.9000000358,NaN,88,188,130,218,NaN,218,1175.006,218,3,90,5,4530,NaN,NaN,NaN,NaN
1176,1175.863516,twentyMin,10,1635599813569,9702.84,8.624,9809.03,1175913.800000012,NaN,88,189,131,218,NaN,218,1176.091,218,3,90,5,4531,NaN,NaN,NaN,NaN
1177,1176.845782,twentyMin,10,1635599814551,9711.34,8.652,9817.654,1176903.9000000358,NaN,87,190,132,218,NaN,218,1177.049,218,3,90,5,4532,NaN,NaN,NaN,NaN
1178,1177.433576,twentyMin,10,1635599815139,9719.88,8.677,9826.306,1177517.300000012,NaN,88,191,132,218,NaN,218,1178.094,218,3,90,5,4533,NaN,NaN,NaN,NaN
1179,1178.666562,twentyMin,10,1635599816372,9728.46,8.7,9834.983,1178706,NaN,88,192,131,218,NaN,218,1179.132,218,3,90,5,4534,NaN,NaN,NaN,NaN
1180,1179.864483,twentyMin,10,1635599817570,9737.04,8.722,9843.683,1179911.800000012,NaN,88,192,131,218,NaN,218,1180.238,218,3,90,5,4535,NaN,NaN,NaN,NaN
1181,1180.383999,twentyMin,10,1635599818090,9745.67,8.742,9852.405,1180407.699999988,NaN,88,193,130,218,NaN,218,1180.938,218,3,90,5,4536,NaN,NaN,NaN,NaN
1182,1181.607044,twentyMin,10,1635599819313,9754.34,8.76,9861.147,1181607.6000000238,NaN,87,194,130,218,NaN,218,1182.112,218,3,90,5,4537,NaN,NaN,NaN,NaN
1183,1182.8385,twentyMin,10,1635599820544,9763.02,8.777,9869.907,1182913.9000000358,NaN,88,194,130,218,NaN,218,1183.274,218,3,90,5,4538,NaN,NaN,NaN,NaN
1184,1183.864186,twentyMin,10,1635599821570,9771.73,8.792,9878.684,1183915.199999988,NaN,88,195,130,218,NaN,218,1184.277,218,3,90,5,4539,NaN,NaN,NaN,NaN
1185,1184.569638,twentyMin,10,1635599822275,9780.45,8.808,9887.476,1184608.4000000358,NaN,88,195,130,219,NaN,219,1185.030,218,3,90,5,4540,NaN,NaN,NaN,NaN
1186,1185.595378,twentyMin,10,1635599823301,9789.21,8.822,9896.284,1185604.6000000238,NaN,88,196,130,219,NaN,219,1186.010,218,3,90,5,4541,NaN,NaN,NaN,NaN
1187,1186.59577,twentyMin,10,1635599824301,9797.97,8.833,9905.106,1186610.6000000238,NaN,87,196,130,217,NaN,217,1186.927,218,3,90,5,4542,NaN,NaN,NaN,NaN
1188,1187.763387,twentyMin,10,1635599825469,9806.74,8.844,9913.938,1187815.1000000238,NaN,87,196,130,218,NaN,218,1188.082,218,3,90,5,4543,NaN,NaN,NaN,NaN
1189,1188.87873,twentyMin,10,1635599826585,9815.54,8.854,9922.782,1188918.1000000238,NaN,86,197,130,218,NaN,218,1189.262,218,3,90,5,4544,NaN,NaN,NaN,NaN
1190,1189.497936,twentyMin,10,1635599827204,9824.35,8.863,9931.636,1189505.199999988,NaN,86,197,131,218,NaN,218,1190.075,218,3,90,5,4545,NaN,NaN,NaN,NaN
1191,1190.720038,twentyMin,10,1635599828426,9833.16,8.873,9940.499,1190804.1000000238,NaN,86,197,131,219,NaN,219,1191.148,218,3,90,5,4546,NaN,NaN,NaN,NaN
1192,1191.729733,twentyMin,10,1635599829436,9842.01,8.881,9949.373,1191813.800000012,NaN,85,198,131,218,NaN,218,1192.209,218,3,90,5,4547,NaN,NaN,NaN,NaN
1193,1192.443214,twentyMin,10,1635599830149,9850.86,8.891,9958.254,1192504.300000012,NaN,87,198,131,220,NaN,220,1193.142,218,3,90,5,4548,NaN,NaN,NaN,NaN
1194,1193.457864,twentyMin,10,1635599831164,9859.71,8.899,9967.145,1193503.5,NaN,88,198,132,219,NaN,219,1194.028,218,3,90,5,4549,NaN,NaN,NaN,NaN
1195,1194.595611,twentyMin,10,1635599832302,9868.56,8.904,9976.043,1194609.699999988,NaN,88,198,132,218,NaN,218,1194.972,218,3,90,5,4550,NaN,NaN,NaN,NaN
1196,1195.595641,twentyMin,10,1635599833302,9877.46,8.911,9984.948,1195611.5,NaN,89,199,133,219,NaN,219,1195.939,218,3,90,5,4551,NaN,NaN,NaN,NaN
1197,1196.391793,twentyMin,10,1635599834098,9886.35,8.916,9993.859,1196403.6000000238,NaN,89,199,133,218,NaN,218,1196.958,218,3,90,5,4552,NaN,NaN,NaN,NaN
1198,1197.595882,twentyMin,10,1635599835302,9895.25,8.921,10002.775,1197617.1000000238,NaN,89,199,133,218,NaN,218,1197.948,218,3,90,5,4553,NaN,NaN,NaN,NaN
1199,1198.595752,twentyMin,10,1635599836302,9904.15,8.925,10011.695,1198603.9000000358,NaN,90,199,134,218,NaN,218,1198.986,218,3,90,5,4554,NaN,NaN,NaN,NaN
1200,1199.845849,twentyMin,10,1635599837552,9913.04,8.929,10020.62,1199914.4000000358,NaN,90,199,134,218,NaN,218,1200.030,218,3,90,5,4555,NaN,NaN,NaN,NaN
1201,1200.570182,twentyMin,10,1635599838276,9921.94,8.932,10029.549,1200603.5,NaN,90,199,135,218,NaN,218,1201.015,218,3,90,5,4556,NaN,NaN,NaN,NaN
1202,1201.581722,twentyMin,10,1635599839288,9930.83,8.935,10038.481,1201604,NaN,89,199,136,218,NaN,218,1202.140,218,3,90,5,4557,NaN,NaN,NaN,NaN
1203,1202.540233,twentyMin,10,1635599840246,9939.78,8.938,10047.416,1202605,NaN,90,200,136,218,NaN,218,1203.090,218,3,90,5,4558,NaN,NaN,NaN,NaN
1204,1203.781014,twentyMin,10,1635599841487,9948.72,8.942,10056.354,1203803.6000000238,NaN,90,200,136,219,NaN,219,1204.216,218,3,90,5,4559,NaN,NaN,NaN,NaN
1205,1204.510458,twentyMin,10,1635599842216,9957.66,8.946,10065.297,1204504.199999988,NaN,90,200,137,219,NaN,219,1204.999,218,3,90,5,4560,NaN,NaN,NaN,NaN
1206,1205.534942,twentyMin,10,1635599843241,9966.6,8.948,10074.243,1205603.6000000238,NaN,90,200,138,218,NaN,218,1206.036,218,3,90,5,4561,NaN,NaN,NaN,NaN
1207,1206.747697,twentyMin,10,1635599844454,9975.54,8.95,10083.191,1206803.800000012,NaN,90,200,138,218,NaN,218,1207.117,218,3,90,5,4562,NaN,NaN,NaN,NaN
1208,1207.595362,twentyMin,10,1635599845301,9984.48,8.952,10092.141,1207603.800000012,NaN,90,200,138,218,NaN,218,1207.952,218,3,90,5,4563,NaN,NaN,NaN,NaN
1209,1208.459459,twentyMin,10,1635599846165,9993.42,8.954,10101.093,1208503.699999988,NaN,91,200,138,218,NaN,218,1209.016,218,3,90,5,4564,0.04,NaN,NaN,NaN
1210,1209.697507,twentyMin,10,1635599847403,10002.36,8.955,10110.047,1209704.300000012,NaN,91,200,137,218,NaN,218,1210.000,241,3,90,6,4565,0.04,NaN,NaN,NaN
1211,1210.421798,twentyMin,10,1635599848128,10011.3,8.982,10119.002,1210506.1000000238,NaN,90,200,137,239,NaN,239,1211.053,247,3,90,6,4566,0.04,NaN,NaN,NaN
1212,1211.44639,twentyMin,10,1635599849152,10020.29,9.016,10127.984,1211515.4000000358,NaN,88,201,137,246,NaN,246,1212.090,247,3,90,6,4567,0.04,NaN,NaN,NaN
1213,1212.650415,twentyMin,10,1635599850356,10029.32,9.051,10137,1212703.9000000358,NaN,89,202,137,249,NaN,249,1213.211,247,3,90,6,4568,0.04,NaN,NaN,NaN
1214,1213.864731,twentyMin,10,1635599851571,10038.35,9.081,10146.051,1213903.6000000238,NaN,90,202,138,248,NaN,248,1214.137,247,3,90,6,4569,0.04,NaN,NaN,NaN
1215,1214.60767,twentyMin,10,1635599852314,10047.42,9.108,10155.132,1214607.6000000238,NaN,91,203,138,247,NaN,247,1215.113,247,3,90,6,4570,0.04,NaN,NaN,NaN
1216,1215.839069,twentyMin,10,1635599853545,10056.54,9.131,10164.24,1215916.5,NaN,91,204,138,246,NaN,246,1216.273,247,3,90,6,4571,0.04,NaN,NaN,NaN
