
RIDE SUMMARY,
Total Time, 73.1, Minutes, 
Total Distance, 21.52, MI, 
AVG Power, 158, 
MAX Power, 1005, 
AVG RPM, 84, 
MAX RPM, 113, 
AVG HR, 0, 
MAX HR, 0, 
CAL, 645, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
130,86,0,19.47,
132,85,0,19.48,
130,83,0,19.50,
127,83,0,19.51,
125,85,0,19.52,
128,84,0,19.54,
132,85,0,19.55,
130,84,0,19.56,
127,84,0,19.57,
126,83,0,19.59,
125,83,0,19.60,
123,83,0,19.61,
121,82,0,19.63,
123,84,0,19.64,
122,82,0,19.65,
143,85,0,19.66,
143,88,0,19.67,
147,86,0,19.69,
141,85,0,19.70,
141,86,0,19.72,
141,86,0,19.73,
141,84,0,19.75,
136,83,0,19.76,
135,82,0,19.77,
132,82,0,19.79,
132,83,0,19.80,
134,84,0,19.81,
136,84,0,19.83,
137,84,0,19.84,
135,83,0,19.86,
134,83,0,19.87,
134,85,0,19.88,
140,85,0,19.90,
140,86,0,19.91,
141,86,0,19.92,
141,87,0,19.94,
166,92,0,19.95,
159,90,0,19.97,
153,88,0,19.98,
148,89,0,20.00,
145,87,0,20.01,
151,89,0,20.03,
150,89,0,20.04,
151,90,0,20.06,
161,93,0,20.07,
215,94,0,20.09,
218,94,0,20.11,
217,93,0,20.13,
209,91,0,20.15,
208,90,0,20.18,
202,88,0,20.20,
200,88,0,20.22,
199,89,0,20.24,
200,88,0,20.26,
198,91,0,20.28,
207,93,0,20.30,
220,94,0,20.32,
208,91,0,20.34,
202,90,0,20.36,
203,91,0,20.38,
45,90,0,20.40,
44,87,0,20.41,
44,87,0,20.42,
110,82,0,20.42,
92,74,0,20.43,
85,71,0,20.44,
77,67,0,20.45,
68,63,0,20.46,
71,66,0,20.46,
71,65,0,20.47,
71,64,0,20.48,
63,61,0,20.49,
64,69,0,20.49,
63,61,0,20.50,
63,62,0,20.51,
65,64,0,20.51,
68,65,0,20.52,
69,64,0,20.53,
66,63,0,20.53,
67,63,0,20.54,
65,61,0,20.55,
64,63,0,20.55,
90,73,0,20.56,
173,63,0,20.57,
589,77,0,20.58,
588,76,0,20.62,
654,81,0,20.68,
708,83,0,20.73,
670,82,0,20.80,
585,76,0,20.87,
579,76,0,20.93,
565,73,0,20.99,
200,71,0,21.05,
203,86,0,21.08,
268,84,0,21.10,
247,82,0,21.13,
195,82,0,21.16,
198,84,0,21.18,
142,74,0,21.20,
156,85,0,21.22,
173,83,0,21.23,
131,79,0,21.25,
130,79,0,21.26,
129,81,0,21.28,
135,82,0,21.29,
138,82,0,21.30,
132,80,0,21.32,
130,79,0,21.33,
128,79,0,21.34,
127,78,0,21.36,
126,79,0,21.37,
123,77,0,21.38,
122,76,0,21.39,
122,79,0,21.41,
114,68,0,21.42,
119,75,0,21.43,
117,74,0,21.44,
110,73,0,21.45,
110,72,0,21.47,
109,72,0,21.48,
107,69,0,21.49,
42,65,0,21.50,
32,65,0,21.51,
30,59,0,21.51,
31,64,0,21.51,
14,42,0,21.52,
5,26,0,21.52,
3,17,0,21.52,
2,6,0,21.52,
0,6,0,21.52,
0,5,0,21.52,
0,0,0,21.52,
