
RIDE SUMMARY,
Total Time, 70.0, Minutes, 
Total Distance, 24.06, MI, 
AVG Power, 172, 
MAX Power, 295, 
AVG RPM, 75, 
MAX RPM, 98, 
AVG HR, 128, 
MAX HR, 144, 
CAL, 721, 

STAGE_1_SUMMARY,
Stage Time, 60.8, Minutes, 
Total Distance, 21.85, MI, 
AVG Power, 179, 
MAX Power, 295, 
AVG HR, 132, 
MAX HR, 144, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
220,79,135,21.17,
203,79,135,21.19,
202,78,135,21.21,
199,77,135,21.23,
195,77,135,21.25,
196,78,136,21.27,
196,79,136,21.29,
200,71,136,21.31,
189,75,137,21.33,
184,73,137,21.35,
175,72,137,21.37,
193,74,137,21.39,
189,76,137,21.41,
184,75,136,21.42,
193,74,136,21.44,
184,73,135,21.46,
163,71,135,21.48,
171,72,135,21.50,
161,70,136,21.51,
158,67,136,21.53,
176,80,136,21.55,
204,74,137,21.56,
185,72,137,21.58,
179,70,137,21.60,
173,70,137,21.62,
158,70,137,21.64,
174,72,138,21.65,
228,72,138,21.67,
168,71,138,21.69,
175,70,138,21.71,
167,81,138,21.73,
186,73,138,21.74,
180,73,138,21.76,
239,77,138,21.78,
207,78,137,21.80,
214,80,137,21.82,
213,78,137,21.84,
205,76,137,21.87,
197,76,138,21.89,
198,76,138,21.91,
199,77,138,21.93,
201,77,138,21.95,
202,77,138,21.97,
201,76,138,21.99,
204,87,138,22.01,
200,77,138,22.03,
201,77,138,22.05,
205,75,138,22.07,
171,70,138,22.09,
190,75,138,22.11,
178,75,138,22.13,
182,76,138,22.15,
196,76,138,22.16,
195,75,139,22.18,
217,80,139,22.20,
215,79,139,22.22,
192,79,139,22.25,
205,78,139,22.26,
189,74,139,22.28,
179,72,139,22.31,
177,75,139,22.32,
188,75,139,22.34,
188,74,139,22.36,
187,73,138,22.38,
170,70,138,22.40,
174,83,138,22.41,
201,77,138,22.43,
204,78,139,22.45,
204,78,138,22.47,
205,78,138,22.49,
199,77,138,22.51,
234,84,138,22.53,
221,81,138,22.56,
207,78,138,22.58,
201,70,139,22.60,
170,78,139,22.62,
200,76,139,22.64,
190,75,139,22.66,
202,66,139,22.68,
188,74,139,22.70,
177,72,139,22.71,
218,81,139,22.73,
212,79,139,22.75,
203,77,139,22.77,
202,89,139,22.79,
206,78,139,22.81,
196,75,139,22.84,
186,73,139,22.86,
177,70,139,22.88,
175,71,139,22.89,
204,79,139,22.91,
224,76,138,22.93,
195,76,138,22.95,
192,76,138,22.97,
191,75,138,22.99,
197,76,138,23.01,
162,62,139,23.03,
139,64,139,23.05,
155,68,139,23.06,
194,75,139,23.08,
188,73,139,23.09,
186,74,139,23.11,
187,77,139,23.13,
198,76,139,23.15,
197,76,139,23.17,
194,74,139,23.19,
206,75,138,23.21,
187,74,138,23.23,
185,72,138,23.25,
178,72,138,23.27,
177,71,138,23.29,
183,74,138,23.30,
196,78,138,23.32,
207,80,138,23.34,
199,76,138,23.36,
182,72,138,23.38,
170,71,138,23.40,
171,73,138,23.42,
181,73,138,23.44,
186,74,138,23.45,
187,74,138,23.47,
181,73,138,23.49,
186,86,139,23.51,
211,75,139,23.53,
185,73,139,23.55,
181,73,138,23.57,
179,72,138,23.59,
177,72,138,23.61,
168,70,138,23.63,
168,69,138,23.64,
188,75,138,23.66,
270,91,138,23.68,
258,89,139,23.70,
248,87,139,23.73,
246,88,139,23.75,
273,93,139,23.78,
275,93,139,23.80,
281,94,140,23.83,
282,97,141,23.86,
294,96,142,23.89,
287,94,143,23.92,
199,76,144,23.94,
71,65,144,23.97,
53,64,144,23.98,
50,54,144,23.99,
48,50,143,24.00,
40,45,142,24.00,
34,52,140,24.01,
46,53,138,24.01,
33,43,136,24.01,
31,34,135,24.02,
7,46,134,24.02,
9,55,130,24.02,
12,56,128,24.02,
14,59,126,24.03,
15,62,126,24.03,
16,56,123,24.03,
15,60,123,24.03,
15,59,123,24.03,
15,58,123,24.03,
15,58,123,24.03,
14,56,123,24.04,
14,56,122,24.04,
13,54,121,24.04,
12,53,118,24.04,
13,59,116,24.04,
15,60,114,24.04,
15,52,113,24.04,
13,53,112,24.05,
11,51,111,24.05,
10,47,109,24.05,
9,47,108,24.05,
7,50,104,24.05,
7,56,104,24.05,
8,55,103,24.05,
8,54,102,24.05,
8,53,102,24.05,
8,52,101,24.06,
7,49,100,24.06,
6,43,99,24.06,
5,41,98,24.06,
5,42,98,24.06,
5,43,97,24.06,
5,45,96,24.06,
5,44,96,24.06,
5,38,96,24.06,
0,18,96,24.06,
0,16,95,24.06,
0,14,95,24.06,
0,11,95,24.06,
0,8,95,24.06,
0,6,95,24.06,
0,0,95,24.06,
