RIDE SUMMARY,,,
277,83,133,6.72
271,82,133,6.74
271,82,133,6.76
272,83,134,6.78
274,82,134,6.8
277,84,134,6.82
282,84,134,6.84
275,84,134,6.86
269,83,134,6.88
275,85,134,6.9
268,88,134,6.92
289,91,134,6.94
291,93,135,6.96
303,92,135,6.99
297,91,134,7.01
291,90,134,7.03
272,92,134,7.05
300,93,134,7.07
303,92,135,7.09
296,91,135,7.11
293,92,135,7.13
372,105,135,7.15
368,105,135,7.17
350,104,135,7.2
365,105,135,7.22
297,75,135,7.24
203,75,136,7.26
207,76,137,7.28
227,77,138,7.3
265,76,138,7.32
250,73,137,7.34
238,71,136,7.36
234,72,136,7.38
232,72,136,7.4
238,72,137,7.42
229,72,137,7.44
234,73,137,7.46
279,79,137,7.48
273,79,137,7.5
268,78,137,7.52
278,78,138,7.54
278,75,138,7.56
245,75,138,7.58
257,74,139,7.6
214,67,139,7.62
236,69,139,7.64
234,71,138,7.66
258,72,138,7.68
254,71,138,7.7
267,71,138,7.72
258,71,138,7.74
250,71,137,7.76
258,72,137,7.78
276,74,137,7.8
273,75,136,7.82
280,75,136,7.84
288,75,136,7.86
286,74,136,7.88
274,73,136,7.9
274,73,136,7.92
275,73,137,7.94
281,74,136,7.96
281,74,135,7.98
281,74,135,8
281,74,135,8.02
282,74,135,8.04
279,74,135,8.06
273,73,135,8.08
282,75,135,8.1
288,77,135,8.13
298,80,135,8.15
313,79,135,8.17
310,77,135,8.19
291,75,136,8.21
286,76,136,8.23
288,76,137,8.25
296,77,137,8.27
297,78,137,8.29
313,78,137,8.31
304,77,137,8.34
295,77,138,8.36
295,77,138,8.38
293,76,139,8.4
288,75,139,8.42
282,75,139,8.44
282,75,139,8.46
275,74,139,8.48
274,73,139,8.5
269,74,138,8.52
270,73,138,8.54
270,73,138,8.56
270,73,138,8.59
265,74,138,8.61
276,73,138,8.63
270,73,138,8.65
263,73,139,8.67
281,73,138,8.69
269,74,139,8.71
274,75,139,8.73
284,76,139,8.75
290,75,139,8.77
264,74,139,8.79
303,78,139,8.81
302,77,139,8.83
289,75,139,8.85
290,76,139,8.87
294,76,139,8.89
281,74,139,8.92
281,74,139,8.94
281,74,139,8.96
207,75,140,8.98
210,82,139,9
223,86,138,9.02
246,89,138,9.04
269,90,138,9.06
252,92,138,9.08
265,93,138,9.1
281,94,137,9.12
265,95,137,9.14
268,95,137,9.16
261,94,138,9.18
264,94,138,9.2
260,94,138,9.22
270,96,138,9.24
296,98,138,9.26
276,98,138,9.28
275,97,138,9.3
271,96,138,9.32
267,96,139,9.34
266,95,139,9.36
276,94,138,9.38
281,95,138,9.4
261,94,139,9.42
252,94,139,9.44
273,94,139,9.46
268,93,138,9.48
254,93,138,9.5
244,93,138,9.52
258,92,138,9.54
259,92,138,9.56
260,94,138,9.58
278,96,138,9.6
282,97,138,9.62
281,98,138,9.64
292,100,138,9.66
294,99,139,9.68
285,97,139,9.71
281,97,139,9.73
281,97,139,9.75
282,98,139,9.77
286,99,140,9.79
291,99,140,9.81
286,98,140,9.83
285,97,140,9.85
280,96,140,9.87
272,95,140,9.89
272,95,140,9.91
266,94,141,9.93
269,94,140,9.95
269,94,141,9.97
258,93,140,9.99
253,92,140,10.01
252,90,140,10.03
244,90,140,10.05
240,90,139,10.07
252,92,139,10.09
256,93,139,10.11
256,92,139,10.13
249,91,139,10.15
254,92,139,10.17
266,92,140,10.19
252,91,140,10.21
237,86,140,10.23
274,82,140,10.25
274,79,140,10.27
256,76,140,10.29
253,76,139,10.31
256,77,139,10.33
292,76,139,10.35
265,73,138,10.37
252,72,138,10.39
259,73,138,10.41
270,74,138,10.43
278,75,137,10.46
275,70,137,10.48
255,72,138,10.5
260,76,137,10.52
288,76,137,10.54
283,77,137,10.56
287,76,137,10.58
285,74,137,10.6
272,74,138,10.62
263,72,139,10.64
261,74,139,10.66
272,76,139,10.68
295,77,139,10.7
289,73,139,10.72
264,73,138,10.74
265,74,138,10.76
271,74,138,10.78
280,75,139,10.8
275,76,140,10.82
280,76,140,10.84
278,75,140,10.86
269,75,140,10.89
273,75,139,10.91
280,76,139,10.93
280,76,139,10.95
278,73,140,10.97
260,72,139,10.99
262,74,139,11.01
280,76,139,11.03
282,76,139,11.05
274,75,139,11.07
271,76,140,11.09
312,80,140,11.11
297,79,140,11.13
288,77,140,11.15
276,75,141,11.17
263,73,142,11.19
257,72,143,11.21
253,73,143,11.23
258,74,144,11.25
264,74,144,11.27
263,74,144,11.29
274,73,143,11.31
262,72,142,11.34
255,73,141,11.36
268,75,141,11.38
291,76,140,11.4
288,75,140,11.42
286,75,140,11.44
280,75,141,11.46
287,78,141,11.48
297,79,141,11.5
312,79,142,11.52
296,75,142,11.54
286,77,142,11.56
287,77,143,11.58
303,76,143,11.6
314,74,144,11.63
296,71,144,11.65
272,69,144,11.67
268,69,144,11.69
269,69,144,11.71
270,69,143,11.73
268,69,143,11.75
266,70,142,11.77
270,70,143,11.79
270,69,142,11.81
269,70,141,11.83
271,70,141,11.85
267,69,141,11.87
267,69,141,11.89
267,69,140,11.91
267,69,140,11.93
265,69,141,11.95
258,69,140,11.97
266,69,140,11.99
259,68,140,12.01
259,69,140,12.03
268,70,140,12.05
274,70,140,12.07
272,70,139,12.09
270,70,139,12.11
269,70,139,12.14
277,71,138,12.16
277,72,138,12.18
285,73,139,12.2
301,75,138,12.22
313,76,139,12.24
313,76,139,12.26
313,76,138,12.28
313,76,139,12.3
321,77,139,12.32
321,77,139,12.35
319,77,139,12.37
313,76,139,12.39
313,76,139,12.41
313,76,139,12.43
313,77,139,12.45
320,76,139,12.47
310,77,139,12.5
337,83,140,12.52
298,83,141,12.54
306,85,141,12.56
311,85,140,12.58
290,85,140,12.6
309,85,140,12.62
307,84,140,12.65
303,84,140,12.67
302,84,141,12.69
295,82,141,12.71
290,81,141,12.73
285,81,141,12.75
285,81,141,12.77
285,81,141,12.79
285,81,141,12.81
285,81,141,12.83
258,91,141,12.86
275,92,141,12.88
282,94,141,12.9
318,97,141,12.92
304,98,141,12.94
329,97,141,12.96
295,95,141,12.98
301,95,141,13
300,95,141,13.02
297,94,141,13.04
275,93,141,13.07
299,94,141,13.09
301,93,142,13.11
273,93,142,13.13
288,92,142,13.15
272,93,142,13.17
284,93,142,13.19
294,94,142,13.21
288,94,142,13.23
288,92,143,13.25
281,90,143,13.27
272,90,143,13.29
271,89,143,13.32
265,89,143,13.34
253,81,143,13.36
255,76,143,13.38
253,76,143,13.4
252,75,143,13.42
249,75,142,13.44
249,75,142,13.46
250,76,142,13.48
257,76,141,13.5
288,75,141,13.52
286,74,141,13.54
276,74,141,13.56
284,76,140,13.58
286,76,140,13.6
287,77,140,13.62
303,77,141,13.64
294,77,142,13.66
297,76,142,13.68
278,74,143,13.7
273,73,143,13.72
292,75,143,13.74
299,76,143,13.76
310,77,143,13.79
309,77,142,13.81
306,77,142,13.83
294,76,142,13.85
288,75,143,13.87
292,75,143,13.89
299,76,144,13.91
298,75,144,13.93
291,75,144,13.95
274,75,144,13.98
290,75,144,14
288,75,143,14.02
288,76,143,14.04
290,76,144,14.06
302,77,144,14.08
303,77,143,14.1
304,77,143,14.12
302,75,144,14.14
287,74,144,14.16
280,73,144,14.18
267,71,144,14.21
252,69,144,14.23
247,68,145,14.25
243,69,144,14.27
250,69,144,14.29
249,69,145,14.3
249,69,146,14.32
257,71,145,14.34
262,71,142,14.36
262,71,142,14.38
255,70,142,14.4
255,70,142,14.42
253,69,145,14.44
248,68,149,14.46
244,69,143,14.48
255,70,142,14.5
256,72,141,14.52
269,73,141,14.54
271,72,145,14.56
231,72,147,14.58
232,75,144,14.6
252,77,140,14.62
259,79,140,14.64
273,79,140,14.66
279,80,140,14.68
285,81,140,14.7
286,82,140,14.72
291,82,140,14.75
292,83,140,14.77
302,85,140,14.79
309,86,140,14.81
314,90,140,14.83
336,90,139,14.85
332,90,139,14.87
332,90,139,14.89
316,90,140,14.92
325,90,140,14.94
332,90,141,14.96
328,89,142,14.98
319,88,142,15
322,88,142,15.03
315,86,143,15.05
282,86,142,15.07
293,88,142,15.09
288,90,142,15.11
304,91,142,15.13
308,91,143,15.15
307,90,145,15.17
291,88,145,15.2
285,88,143,15.22
286,86,141,15.24
267,84,141,15.26
268,85,144,15.28
282,87,149,15.3
281,87,147,15.32
280,86,142,15.34
276,86,142,15.36
276,86,143,15.38
270,85,143,15.4
271,86,143,15.42
275,85,143,15.44
272,86,143,15.46
256,88,142,15.48
282,92,142,15.5
291,94,142,15.52
297,95,142,15.54
302,96,143,15.57
305,96,143,15.59
304,95,143,15.61
308,96,143,15.63
303,96,143,15.65
329,97,144,15.67
306,97,144,15.69
307,98,145,15.71
325,97,145,15.74
303,95,144,15.76
294,94,143,15.78
294,94,144,15.8
213,78,145,15.82
173,77,146,15.84
158,78,145,15.86
173,81,145,15.88
188,83,145,15.89
179,83,144,15.91
192,82,143,15.93
186,81,142,15.95
190,82,142,15.96
191,84,145,15.98
202,86,149,16
205,86,145,16.02
205,86,138,16.04
190,85,138,16.06
199,84,139,16.07
196,85,138,16.09
204,87,137,16.11
198,89,144,16.13
207,90,146,16.15
218,90,138,16.17
216,90,136,16.18
215,89,139,16.2
213,90,139,16.22
212,89,139,16.24
216,90,139,16.26
216,91,140,16.28
220,91,139,16.3
219,91,139,16.32
218,91,139,16.34
214,90,139,16.35
214,90,139,16.37
222,92,138,16.39
222,92,138,16.41
221,91,138,16.43
218,91,139,16.45
213,89,138,16.47
210,89,137,16.49
211,86,137,16.5
196,86,137,16.52
204,88,137,16.54
209,90,137,16.56
217,92,136,16.58
220,93,136,16.6
228,94,137,16.62
228,95,137,16.64
231,94,137,16.65
226,93,138,16.67
223,92,138,16.69
220,92,138,16.71
219,91,139,16.73
214,90,140,16.75
211,89,140,16.77
208,89,140,16.79
208,90,140,16.81
227,92,140,16.82
234,92,140,16.84
222,90,140,16.86
265,89,139,16.88
254,86,139,16.9
218,83,139,16.92
215,83,140,16.94
238,85,139,16.96
242,85,139,16.98
242,85,139,17
240,84,139,17.02
237,84,138,17.04
255,83,138,17.06
249,82,138,17.08
245,83,138,17.1
233,84,138,17.12
255,85,138,17.14
258,85,137,17.16
256,85,137,17.18
257,85,137,17.2
253,85,137,17.22
252,85,137,17.24
251,85,137,17.26
253,85,137,17.28
248,84,138,17.3
253,85,138,17.32
253,85,139,17.34
252,85,139,17.36
256,86,139,17.38
260,86,139,17.39
253,85,139,17.41
251,85,139,17.43
251,86,139,17.45
254,86,139,17.47
264,85,139,17.49
248,85,0,17.51
248,85,139,17.53
254,87,139,17.55
257,87,140,17.57
294,88,140,17.59
282,87,140,17.61
275,85,140,17.64
276,84,140,17.66
253,84,140,17.68
257,83,140,17.7
255,84,140,17.72
274,84,141,17.74
273,83,141,17.76
268,82,141,17.78
266,83,141,17.8
266,84,141,17.82
272,83,141,17.84
269,84,141,17.86
271,83,142,17.88
269,84,142,17.9
273,84,142,17.92
274,86,142,17.94
284,87,142,17.96
289,86,143,17.98
273,84,143,18
270,83,142,18.02
264,84,142,18.04
244,83,142,18.06
247,91,143,18.08
259,90,143,18.1
260,92,143,18.12
269,93,143,18.14
278,94,143,18.16
298,94,142,18.18
277,95,141,18.21
280,95,141,18.23
292,97,141,18.25
315,97,143,18.27
309,95,144,18.29
302,94,143,18.31
298,93,142,18.33
274,93,142,18.35
275,91,143,18.37
275,90,144,18.39
274,90,143,18.41
273,90,143,18.43
274,90,143,18.46
252,89,143,18.48
257,86,145,18.5
246,84,144,18.52
236,84,143,18.54
237,84,143,18.56
240,84,143,18.57
243,84,143,18.59
242,85,144,18.61
244,85,144,18.63
255,85,142,18.65
251,84,142,18.67
253,83,142,18.69
251,85,145,18.71
255,84,145,18.73
249,83,142,18.75
248,82,141,18.77
248,83,142,18.79
248,83,143,18.81
249,83,142,18.83
245,84,142,18.85
254,84,143,18.87
243,83,144,18.89
241,82,142,18.91
263,83,141,18.93
266,84,143,18.95
267,83,143,18.97
268,83,141,18.99
256,82,141,19.01
255,81,141,19.03
255,81,142,19.05
255,82,141,19.07
266,83,140,19.09
264,83,142,19.11
264,83,142,19.13
265,84,139,19.15
266,83,140,19.17
317,82,142,19.19
319,81,141,19.21
299,78,141,19.23
298,79,142,19.26
299,79,142,19.28
285,80,141,19.3
291,82,141,19.32
296,81,142,19.34
281,79,142,19.36
272,78,141,19.38
270,79,142,19.4
297,85,144,19.42
298,85,144,19.44
308,84,143,19.47
308,84,143,19.49
307,83,143,19.51
287,81,143,19.53
279,81,143,19.55
275,81,143,19.57
286,82,143,19.59
299,87,145,19.61
316,86,145,19.63
309,85,144,19.65
303,84,143,19.68
297,83,143,19.7
295,82,144,19.72
290,81,144,19.74
285,81,144,19.76
285,81,144,19.78
285,81,144,19.8
285,81,144,19.82
286,82,145,19.84
291,82,144,19.86
291,82,144,19.88
290,81,144,19.91
285,82,144,19.93
291,82,145,19.95
291,82,144,19.97
285,81,144,19.99
273,79,144,20.01
258,80,144,20.03
259,82,143,20.05
273,83,143,20.07
271,83,143,20.09
270,82,144,20.11
266,81,144,20.13
261,81,143,20.15
260,81,143,20.17
251,78,144,20.19
234,76,144,20.21
204,78,143,20.23
219,82,144,20.25
228,83,145,20.27
227,82,145,20.29
226,83,144,20.31
241,85,145,20.33
239,84,144,20.35
291,92,140,20.37
267,92,141,20.39
296,94,143,20.41
301,95,141,20.43
305,95,140,20.45
299,94,141,20.47
298,93,142,20.49
294,94,141,20.51
296,93,141,20.53
287,92,144,20.55
287,92,144,20.57
292,93,142,20.6
297,94,142,20.62
297,94,143,20.64
297,94,143,20.66
297,94,142,20.68
298,95,142,20.7
308,97,142,20.72
314,98,144,20.74
318,98,144,20.76
317,97,143,20.79
305,96,143,20.81
304,95,145,20.83
301,95,146,20.85
320,93,145,20.87
288,93,145,20.89
290,93,145,20.91
290,92,146,20.93
279,91,146,20.96
281,92,146,20.98
280,91,145,21
218,62,145,21.02
114,66,146,21.04
126,70,145,21.05
134,71,145,21.07
138,72,146,21.08
143,73,145,21.1
144,74,143,21.12
159,75,142,21.13
158,83,142,21.15
194,83,141,21.17
203,86,140,21.18
214,88,140,21.2
214,88,141,21.22
213,87,140,21.24
215,89,139,21.26
218,90,141,21.28
219,89,143,21.3
218,90,141,21.31
279,103,141,21.33
274,101,138,21.35
240,99,139,21.37
254,99,140,21.39
256,104,139,21.41
271,101,138,21.43
257,99,139,21.45
250,98,140,21.47
245,99,138,21.49
255,99,138,21.51
252,99,140,21.53
248,98,139,21.55
248,98,139,21.57
248,98,140,21.59
246,98,140,21.61
245,96,139,21.63
203,88,139,21.65
214,90,140,21.67
319,65,143,21.69
249,74,141,21.71
239,72,139,21.73
185,66,141,21.75
179,64,141,21.77
181,63,139,21.78
218,69,139,21.8
207,67,139,21.82
183,59,140,21.84
220,70,141,21.86
227,72,141,21.87
233,74,142,21.89
243,74,144,21.91
242,73,143,21.93
237,73,141,21.95
243,74,141,21.97
249,75,141,21.99
249,76,141,22.01
255,76,141,22.03
260,77,140,22.05
279,77,141,22.07
280,77,142,22.09
297,77,142,22.11
288,76,141,22.13
275,76,141,22.15
271,76,142,22.17
290,76,143,22.19
290,76,142,22.21
289,76,142,22.24
265,76,142,22.26
268,76,144,22.28
287,77,143,22.3
294,79,141,22.32
321,81,141,22.34
321,81,142,22.36
321,81,142,22.38
320,81,141,22.4
316,81,141,22.43
315,81,143,22.45
319,81,143,22.47
311,80,141,22.49
297,78,141,22.51
295,78,143,22.53
295,79,142,22.55
299,80,142,22.57
306,80,142,22.6
307,80,143,22.62
305,79,143,22.64
297,78,142,22.66
293,79,142,22.68
300,79,144,22.7
295,78,144,22.72
292,78,143,22.74
292,79,143,22.76
296,79,143,22.79
297,78,144,22.81
292,78,144,22.83
292,78,144,22.85
292,79,144,22.87
305,80,144,22.89
305,80,144,22.91
299,79,144,22.93
299,79,144,22.95
299,79,143,22.98
297,79,143,23
294,79,144,23.02
300,80,145,23.04
305,81,145,23.06
311,80,144,23.08
305,80,145,23.1
297,78,145,23.12
292,78,146,23.14
300,80,145,23.17
305,81,145,23.19
309,80,145,23.21
304,80,145,23.23
304,80,145,23.25
305,80,145,23.27
303,78,146,23.29
249,56,146,23.31
98,70,145,23.33
144,72,145,23.35
152,74,145,23.37
163,75,146,23.38
163,75,147,23.4
162,76,145,23.42
166,76,143,23.44
166,76,143,23.45
165,75,144,23.47
162,75,144,23.49
186,81,144,23.5
186,82,144,23.52
189,82,143,23.54
188,81,142,23.56
185,80,143,23.57
179,79,144,23.59
173,80,142,23.61
184,81,142,23.63
184,81,142,23.64
184,81,140,23.66
182,80,138,23.68
179,80,138,23.7
179,80,137,23.72
183,81,136,23.73
177,79,137,23.75
175,78,138,23.77
171,78,136,23.79
169,78,136,23.8
167,78,136,23.82
166,77,136,23.84
166,78,136,23.85
170,84,136,23.87
205,90,135,23.89
215,92,135,23.91
236,97,134,23.93
253,102,134,23.95
267,103,134,23.96
266,103,134,23.99
263,102,135,24.01
264,102,135,24.03
276,105,136,24.05
270,104,136,24.07
267,103,137,24.09
264,103,137,24.11
264,104,137,24.13
268,105,137,24.15
272,105,137,24.17
272,105,137,24.19
187,83,138,24.21
158,76,138,24.23
166,79,140,24.25
171,81,140,24.26
176,80,140,24.28
168,78,139,24.3
167,78,138,24.32
168,77,137,24.33
160,77,137,24.35
171,76,139,24.37
155,76,139,24.38
157,76,140,24.4
157,77,140,24.42
169,78,140,24.43
161,78,138,24.45
161,78,135,24.47
161,78,133,24.49
161,78,99,24.5
162,78,0,24.52
178,79,66,24.54
177,79,134,24.55
177,79,137,24.57
177,79,139,24.59
177,79,138,24.61
177,80,138,24.62
181,81,138,24.64
182,81,137,24.66
178,80,137,24.68
178,80,136,24.69
178,81,136,24.71
178,80,136,24.73
177,79,136,24.75
173,79,136,24.76
167,78,135,24.78
164,76,135,24.8
156,75,134,24.82
151,73,135,24.83
141,71,135,24.85
139,70,136,24.87
134,69,136,24.88
132,67,136,24.9
128,67,135,24.91
129,68,134,24.93
131,67,134,24.94
124,66,133,24.96
123,66,133,24.98
122,66,133,24.99
121,65,133,25.01
118,64,133,25.02
117,64,134,25.04
115,64,134,25.05
117,65,135,25.07
115,65,134,25.08
115,65,133,25.1
120,66,133,25.11
129,66,132,25.13
126,50,131,25.14
60,33,132,25.16
32,32,131,25.17
31,32,132,25.18
30,32,131,25.19
18,24,131,25.2
17,20,131,25.21
0,2,131,25.22
0,2,130,25.22
21,26,127,25.22
20,26,120,25.23
18,22,116,25.24
3,10,114,25.24
3,10,110,25.25
2,10,110,25.25
2,9,111,25.25
1,3,112,25.25
0,3,111,25.25
4,12,110,25.26
9,17,109,25.26
0,17,109,25.27
0,0,110,25.27
