ticks,time,power,cadence,heartRate,speed,targetPower,targetHeartRateZone,targetCadence,targetRpe
1739,1757.151,0,0,152,24,0,1,undefined,0
1740,1758.152,0,0,151,24,0,1,undefined,0
1741,1759.155,0,0,150,24,0,1,undefined,0
1742,1760.251,0,0,150,0,0,1,undefined,0
1743,1761.251,0,0,150,0,0,1,undefined,0
1744,1762.251,0,0,150,0,0,1,undefined,0
1745,1763.251,0,0,147,0,0,1,undefined,0
1746,1764.251,0,0,147,0,0,1,undefined,0
1747,1765.251,0,0,147,0,0,1,undefined,0
1748,1766.252,0,0,147,0,0,1,undefined,0
1749,1767.252,0,0,144,0,0,1,undefined,0
1750,1768.253,0,0,144,0,0,1,undefined,0
1751,1769.253,0,0,144,0,0,1,undefined,0
1752,1770.253,0,0,144,0,0,1,undefined,0
1753,1771.258,0,0,142,0,0,1,undefined,0
1754,1772.259,0,0,143,0,0,1,undefined,0
1755,1773.26,0,0,143,0,0,1,undefined,0
1756,1774.26,0,0,143,0,0,1,undefined,0
1757,1775.263,0,0,144,0,0,1,undefined,0
1758,1776.265,0,0,144,0,0,1,undefined,0
1759,1777.266,0,0,144,0,0,1,undefined,0
1760,1778.267,0,0,144,0,0,1,undefined,0
1761,1779.268,0,0,144,0,0,1,undefined,0
1762,1780.269,0,0,144,0,0,1,undefined,0
1763,1781.351,0,0,144,0,0,1,undefined,0
1764,1782.351,0,0,145,0,0,1,undefined,0
1765,1783.351,0,0,145,0,0,1,undefined,0
1766,1784.351,0,0,145,0,0,1,undefined,0
1767,1785.351,0,0,144,0,0,1,undefined,0
1768,1786.351,0,0,143,0,0,1,undefined,0
1769,1787.351,0,0,142,0,0,1,undefined,0
1770,1788.351,0,0,140,0,86,1,80,0
1771,1789.351,0,0,139,0,86,1,80,0
1772,1790.351,0,0,139,0,86,1,80,0
1773,1791.352,0,0,138,0,86,1,80,0
1774,1792.353,0,0,138,0,86,1,80,0
1775,1793.353,0,0,138,0,86,1,80,0
1776,1794.353,0,0,138,0,86,1,80,0
1777,1795.356,0,0,138,0,86,1,80,0
1778,1796.357,0,0,138,0,86,1,80,0
1779,1797.357,0,0,139,0,86,1,80,0
1780,1798.357,0,0,139,0,86,1,80,0
1781,1799.357,0,0,140,0,86,1,80,0
1782,1800.357,0,0,141,0,86,1,80,0
1783,1801.357,0,0,142,0,86,1,80,0
1784,1802.451,306,0,142,65,86,1,80,0
1785,1803.452,71,0,142,88,86,1,80,0
1786,1804.453,119,35,142,88,86,1,80,0
1787,1805.551,94,46,143,112,86,1,80,0
1788,1806.551,85,60,143,123,86,1,80,0
1789,1807.552,85,65,143,123,86,1,80,0
1790,1808.552,49,66,143,123,86,1,80,0
1791,1809.552,49,68,143,123,86,1,80,0
1792,1810.555,52,68,143,128,86,1,80,0
1793,1811.555,61,69,144,128,86,1,80,0
1794,1812.651,62,70,144,128,86,1,80,0
1795,1813.651,62,71,143,128,86,1,80,0
1796,1814.651,55,71,144,128,86,1,80,0
1797,1815.651,55,72,144,128,86,1,80,0
1798,1816.652,73,72,144,137,86,1,80,0
1799,1817.652,66,73,144,137,86,1,80,0
1800,1818.666,66,72,144,137,86,1,80,0
1801,1819.672,55,73,144,136,86,1,80,0
1802,1820.672,55,74,144,139,86,1,80,0
1803,1821.751,42,74,144,139,86,1,80,0
1804,1822.751,42,74,144,137,86,1,80,0
1805,1823.751,42,74,144,137,86,1,80,0
1806,1824.751,42,73,144,137,86,1,80,0
1807,1825.752,42,73,145,136,86,1,80,0
1808,1826.753,52,73,145,136,86,1,80,0
1809,1827.754,52,73,146,136,86,1,80,0
1810,1828.757,52,73,147,136,86,1,80,0
1811,1829.757,51,72,147,135,86,1,80,0
1812,1830.85,52,74,148,135,86,1,80,0
1813,1831.85,52,74,148,135,86,1,80,0
1814,1832.851,75,73,149,137,86,1,80,0
1815,1833.852,60,74,149,138,86,1,80,0
1816,1834.853,58,74,150,138,86,1,80,0
1817,1835.853,58,74,150,138,86,1,80,0
1818,1836.854,57,74,151,138,86,1,80,0
1819,1837.855,60,75,151,140,86,1,80,0
1820,1838.855,60,75,151,140,86,1,80,0
1821,1839.857,60,76,151,140,86,1,80,0
1822,1840.858,75,75,151,139,86,1,80,0
1823,1841.951,54,75,151,139,86,1,80,0
1824,1842.951,54,75,151,139,86,1,80,0
1825,1843.951,56,75,151,139,86,1,80,0
1826,1844.951,56,75,151,140,86,1,80,0
1827,1845.951,56,75,151,140,86,1,80,0
1828,1846.951,56,75,151,140,86,1,80,0
1829,1847.951,56,75,151,140,86,1,80,0
1830,1848.951,55,76,151,140,86,1,80,0
1831,1849.951,112,76,151,143,86,1,80,0
1832,1850.951,113,76,151,143,86,1,80,0
1833,1851.951,87,77,152,145,86,1,80,0
1834,1852.951,72,78,152,145,86,1,80,0
1835,1853.952,72,79,151,145,86,1,80,0
1836,1854.952,75,79,151,149,86,1,80,0
1837,1855.952,99,79,151,149,86,1,80,0
1838,1856.952,75,80,149,148,86,1,80,0
1839,1857.952,72,81,148,149,86,1,80,0
1840,1858.952,70,79,148,149,86,1,80,0
1841,1859.952,70,80,147,149,86,1,80,0
1842,1860.952,70,80,146,149,86,1,80,0
1843,1861.952,70,81,145,149,86,1,80,0
1844,1862.952,69,80,144,148,86,1,80,0
1845,1863.952,82,80,144,148,86,1,80,0
1846,1864.952,82,79,144,148,86,1,80,0
1847,1865.953,82,80,144,148,86,1,80,0
1848,1866.953,72,79,144,149,86,1,80,0
1849,1867.953,81,80,144,151,86,1,80,0
1850,1868.956,74,81,144,151,86,1,80,0
1851,1869.958,74,81,144,151,86,1,80,0
1852,1870.958,73,81,144,151,86,1,80,0
1853,1871.958,72,82,144,151,86,1,80,0
1854,1872.959,72,81,144,151,86,1,80,0
1855,1873.959,72,81,144,151,86,1,80,0
1856,1874.959,72,81,144,151,86,1,80,0
1857,1875.959,71,81,144,151,86,1,80,0
1858,1876.96,82,80,144,151,86,1,80,0
1859,1877.96,82,81,144,151,86,1,80,0
1860,1878.96,82,81,144,151,86,1,80,0
1861,1879.961,73,81,143,151,86,1,80,0
1862,1880.961,85,82,143,152,86,1,80,0
1863,1881.961,78,82,144,152,86,1,80,0
1864,1883.052,78,82,144,152,86,1,80,0
1865,1884.053,80,83,145,155,86,1,80,0
1866,1885.054,80,83,145,156,86,1,80,0
1867,1886.152,80,84,145,156,86,1,80,0
1868,1887.152,81,84,144,156,86,1,80,0
1869,1888.153,81,84,144,157,86,1,80,0
1870,1889.155,62,84,144,157,86,1,80,0
1871,1890.157,62,83,144,157,86,1,80,0
1872,1891.157,72,84,144,155,86,1,80,0
1873,1892.159,75,83,143,155,86,1,80,0
1874,1893.252,79,84,143,156,86,1,80,0
1875,1894.253,79,85,143,156,86,1,80,0
1876,1895.254,79,85,143,156,86,1,80,0
1877,1896.258,94,83,143,156,86,1,80,0
1878,1897.259,87,83,143,156,86,1,80,0
1879,1898.355,87,85,143,158,86,1,80,0
1880,1899.355,141,85,143,160,86,1,80,0
1881,1900.355,125,87,143,160,86,1,80,0
1882,1901.355,125,87,144,162,86,1,80,0
1883,1902.355,115,87,144,162,86,1,80,0
1884,1903.362,115,88,144,162,86,1,80,0
1885,1904.453,143,90,144,162,86,1,80,0
1886,1905.454,143,89,146,168,86,1,80,0
1887,1906.458,107,91,146,168,86,1,80,0
1888,1907.552,118,91,146,170,86,1,80,0
1889,1908.553,112,92,147,170,215,5,95,0
1890,1909.554,112,92,147,170,215,5,95,0
1891,1910.651,112,83,148,170,215,5,95,0
1892,1911.652,112,87,149,170,215,5,95,0
1893,1912.652,153,87,149,177,215,5,95,0
1894,1913.652,153,86,149,177,215,5,95,0
1895,1914.653,153,87,149,177,215,5,95,0
1896,1915.653,153,83,150,177,215,5,95,0
1897,1916.653,212,80,150,184,215,5,95,0
1898,1917.653,162,80,151,184,215,5,95,0
1899,1918.666,162,81,152,184,215,5,95,0
1900,1919.672,176,82,152,184,215,5,95,0
1901,1920.674,207,81,152,184,215,5,95,0
1902,1921.674,198,80,152,189,215,5,95,0
1903,1922.674,166,83,153,189,215,5,95,0
1904,1923.676,166,82,153,189,215,5,95,0
1905,1924.677,185,83,153,189,215,5,95,0
1906,1925.752,164,84,154,192,215,5,95,0
1907,1926.754,160,84,154,192,215,5,95,0
1908,1927.756,217,84,154,195,215,5,95,0
1909,1928.758,198,85,155,198,215,5,95,0
1910,1929.759,198,85,155,198,215,5,95,0
1911,1930.853,198,87,155,198,215,5,95,0
1912,1931.854,198,86,155,198,215,5,95,0
1913,1932.855,176,86,155,198,215,5,95,0
1914,1933.952,176,87,155,198,215,5,95,0
1915,1934.953,209,87,155,198,215,5,95,0
1916,1935.953,165,87,155,201,215,5,95,0
1917,1936.957,171,87,155,201,215,5,95,0
1918,1937.959,171,88,155,201,215,5,95,0
1919,1939.053,232,88,155,201,215,5,95,0
1920,1940.053,232,88,155,202,215,5,95,0
1921,1941.054,232,89,155,202,215,5,95,0
1922,1942.054,232,90,156,206,215,5,95,0
1923,1943.054,225,89,156,206,215,5,95,0
1924,1944.152,221,90,156,206,215,5,95,0
1925,1945.153,193,89,156,206,215,5,95,0
1926,1946.153,194,90,156,207,215,5,95,0
1927,1947.153,194,90,156,207,215,5,95,0
1928,1948.154,194,89,155,207,215,5,95,0
1929,1949.158,205,90,155,208,215,5,95,0
1930,1950.16,205,91,155,208,215,5,95,0
1931,1951.253,205,90,155,208,215,5,95,0
1932,1952.253,228,91,155,209,215,5,95,0
1933,1953.254,207,93,155,209,215,5,95,0
1934,1954.353,229,91,155,209,215,5,95,0
1935,1955.353,209,91,155,210,215,5,95,0
1936,1956.354,206,91,155,210,215,5,95,0
1937,1957.356,206,91,155,210,215,5,95,0
1938,1958.358,220,91,156,210,215,5,95,0
1939,1959.454,235,91,156,208,215,5,95,0
1940,1960.455,235,90,157,208,215,5,95,0
1941,1961.457,235,90,157,208,215,5,95,0
1942,1962.553,215,91,157,209,215,5,95,0
1943,1963.554,170,91,158,209,215,5,95,0
1944,1964.554,206,90,158,208,215,5,95,0
1945,1965.653,206,91,158,208,215,5,95,0
1946,1966.654,206,91,159,208,215,5,95,0
1947,1967.657,201,91,159,208,215,5,95,0
1948,1968.753,201,90,160,208,215,5,95,0
1949,1969.753,201,91,160,208,215,5,95,0
1950,1970.755,199,91,160,209,215,5,95,0
1951,1971.756,254,91,160,210,215,5,95,0
1952,1972.759,193,91,160,210,215,5,95,0
1953,1973.853,193,91,160,210,215,5,95,0
1954,1974.853,168,91,160,210,215,5,95,0
1955,1975.853,187,91,160,208,215,5,95,0
1956,1976.853,193,90,160,209,215,5,95,0
1957,1977.853,193,90,159,209,215,5,95,0
1958,1978.853,192,90,160,209,215,5,95,0
1959,1979.853,192,91,160,207,215,5,95,0
1960,1980.853,208,91,159,207,215,5,95,0
1961,1981.854,208,90,160,207,215,5,95,0
1962,1982.854,209,90,160,207,215,5,95,0
1963,1983.854,209,90,160,207,215,5,95,0
1964,1984.854,209,91,160,207,215,5,95,0
1965,1985.854,209,90,160,207,215,5,95,0
1966,1986.858,215,91,161,207,215,5,95,0
1967,1987.859,241,91,161,206,215,5,95,0
1968,1988.861,188,89,161,207,215,5,95,0
1969,1989.861,190,89,161,206,215,5,95,0
1970,1990.952,191,89,161,206,215,5,95,0
1971,1991.953,191,91,162,206,215,5,95,0
1972,1992.953,178,90,161,206,215,5,95,0
1973,1993.953,162,90,161,206,215,5,95,0
1974,1994.954,162,90,162,206,215,5,95,0
1975,1995.955,162,89,162,206,215,5,95,0
1976,1996.957,162,89,162,206,215,5,95,0
1977,1997.958,162,90,162,206,215,5,95,0
1978,1998.959,181,90,162,206,215,5,95,0
1979,1999.959,213,90,162,207,215,5,95,0
1980,2000.96,233,90,163,207,215,5,95,0
1981,2002.053,204,91,163,208,215,5,95,0
1982,2003.054,215,91,163,208,215,5,95,0
1983,2004.055,189,91,163,208,215,5,95,0
1984,2005.153,189,90,164,208,215,5,95,0
1985,2006.153,189,91,164,208,215,5,95,0
1986,2007.153,207,90,164,208,215,5,95,0
1987,2008.153,207,91,165,208,215,5,95,0
1988,2009.153,207,90,165,208,215,5,95,0
1989,2010.154,176,90,165,208,215,5,95,0
1990,2011.155,222,91,165,208,215,5,95,0
1991,2012.157,222,90,165,208,215,5,95,0
1992,2013.158,222,90,166,208,215,5,95,0
1993,2014.159,206,90,166,207,215,5,95,0
1994,2015.16,206,90,166,207,215,5,95,0
1995,2016.253,209,90,166,207,215,5,95,0
1996,2017.253,209,90,166,208,215,5,95,0
1997,2018.253,209,90,166,208,215,5,95,0
1998,2019.253,221,91,166,209,215,5,95,0
1999,2020.253,155,91,166,208,215,5,95,0
2000,2021.253,192,91,166,208,215,5,95,0
2001,2022.253,192,91,166,209,215,5,95,0
2002,2023.254,192,90,166,209,215,5,95,0
2003,2024.255,196,90,166,208,215,5,95,0
2004,2025.258,197,91,166,208,215,5,95,0
2005,2026.259,197,90,166,208,215,5,95,0
2006,2027.26,203,90,166,208,215,5,95,0
2007,2028.261,181,91,167,207,215,5,95,0
2008,2029.261,203,91,167,207,215,5,95,0
2009,2030.263,193,90,167,207,215,5,95,0
2010,2031.264,205,90,167,207,215,5,95,0
2011,2032.265,205,90,167,207,215,5,95,0
2012,2033.354,211,91,167,207,215,5,95,0
2013,2034.354,182,90,166,207,215,5,95,0
2014,2035.354,182,90,167,207,215,5,95,0
2015,2036.354,182,90,166,207,215,5,95,0
2016,2037.354,193,90,166,207,215,5,95,0
2017,2038.355,191,90,166,207,215,5,95,0
2018,2039.355,192,90,166,207,215,5,95,0
2019,2040.358,164,90,166,206,215,5,95,0
2020,2041.453,167,90,166,207,215,5,95,0
2021,2042.454,136,89,166,206,215,5,95,0
2022,2043.454,136,90,166,206,215,5,95,0
2023,2044.454,136,89,165,206,215,5,95,0
2024,2045.454,174,89,165,204,215,5,95,0
2025,2046.454,180,88,165,203,215,5,95,0
2026,2047.455,242,89,165,204,215,5,95,0
2027,2048.455,242,97,166,204,215,5,95,0
2028,2049.455,212,99,166,204,215,5,95,0
2029,2050.458,212,100,166,204,215,5,95,0
2030,2051.459,212,98,166,204,215,5,95,0
2031,2052.554,212,99,166,203,215,5,95,0
2032,2053.554,174,99,166,203,215,5,95,0
2033,2054.554,174,99,166,203,215,5,95,0
2034,2055.554,174,97,166,203,215,5,95,0
2035,2056.555,158,89,166,203,215,5,95,0
2036,2057.556,178,89,167,205,215,5,95,0
2037,2058.559,178,90,167,205,215,5,95,0
2038,2059.559,178,90,167,205,215,5,95,0
2039,2060.56,208,90,168,205,215,5,95,0
2040,2061.653,173,89,168,205,215,5,95,0
2041,2062.654,173,89,168,205,215,5,95,0
2042,2063.654,196,90,168,205,215,5,95,0
2043,2064.654,196,90,168,206,215,5,95,0
2044,2065.655,196,89,169,206,215,5,95,0
2045,2066.66,196,89,169,206,215,5,95,0
2046,2067.661,196,89,169,206,215,5,95,0
2047,2068.754,175,90,169,206,215,5,95,0
2048,2069.754,208,89,168,206,215,5,95,0
2049,2070.755,193,90,169,205,215,5,95,0
2050,2071.756,181,89,168,205,215,5,95,0
2051,2072.759,202,90,169,205,215,5,95,0
2052,2073.854,191,89,168,206,215,5,95,0
2053,2074.854,210,89,169,205,215,5,95,0
2054,2075.854,210,90,168,205,215,5,95,0
2055,2076.855,210,89,168,207,215,5,95,0
2056,2077.854,194,90,168,207,215,5,95,0
2057,2078.854,194,89,168,206,215,5,95,0
2058,2079.855,187,90,168,206,215,5,95,0
2059,2080.855,187,90,168,206,215,5,95,0
2060,2081.86,187,91,168,206,215,5,95,0
2061,2082.861,187,90,168,206,215,5,95,0
2062,2083.861,195,89,168,206,215,5,95,0
2063,2084.862,162,90,168,206,215,5,95,0
2064,2085.864,162,89,168,206,215,5,95,0
2065,2086.955,162,90,167,206,215,5,95,0
2066,2087.956,219,90,168,206,215,5,95,0
2067,2088.957,183,90,168,206,215,5,95,0
2068,2090.054,183,90,168,206,215,5,95,0
2069,2091.054,183,89,168,206,215,5,95,0
2070,2092.055,167,90,168,206,215,5,95,0
2071,2093.056,142,90,168,206,215,5,95,0
2072,2094.057,142,89,168,206,215,5,95,0
2073,2095.061,192,89,168,206,215,5,95,0
2074,2096.062,192,89,168,205,215,5,95,0
2075,2097.154,189,90,168,205,215,5,95,0
2076,2098.155,189,89,168,205,215,5,95,0
2077,2099.154,189,89,168,206,215,5,95,0
2078,2100.155,189,89,168,206,215,5,95,0
2079,2101.155,189,90,168,206,215,5,95,0
2080,2102.156,189,90,168,206,215,5,95,0
2081,2103.157,189,91,168,206,215,5,95,0
2082,2104.157,189,101,169,206,215,5,95,0
2083,2105.157,165,88,169,206,215,5,95,0
2084,2106.157,184,95,169,206,215,5,95,0
2085,2107.157,165,101,169,205,215,5,95,0
2086,2108.158,84,99,169,205,215,5,95,0
2087,2109.158,0,95,169,205,215,5,95,0
2088,2110.162,0,105,169,205,215,5,95,0
2089,2111.17,0,102,170,205,215,5,95,0
2090,2112.171,183,98,170,205,215,5,95,0
2091,2113.173,183,100,169,203,215,5,95,0
2092,2114.253,183,99,169,203,215,5,95,0
2093,2115.254,183,100,169,204,215,5,95,0
2094,2116.257,183,96,170,204,215,5,95,0
2095,2117.264,183,96,170,204,215,5,95,0
2096,2118.265,277,84,169,204,215,5,95,0
2097,2119.266,163,84,170,199,215,5,95,0
2098,2120.267,195,102,170,199,215,5,95,0
2099,2121.354,183,97,170,201,215,5,95,0
2100,2122.357,183,98,170,201,215,5,95,0
2101,2123.356,183,98,170,201,215,5,95,0
2102,2124.357,199,98,170,201,215,5,95,0
2103,2125.364,177,97,170,201,215,5,95,0
2104,2126.364,191,98,170,202,215,5,95,0
2105,2127.366,186,99,171,202,215,5,95,0
2106,2128.365,173,98,171,202,215,5,95,0
2107,2129.365,178,99,171,203,215,5,95,0
2108,2130.455,182,99,171,203,215,5,95,0
2109,2131.455,182,98,171,203,215,5,95,0
2110,2132.456,182,100,171,203,215,5,95,0
2111,2133.456,181,100,171,204,215,5,95,0
2112,2134.457,175,100,171,204,215,5,95,0
2113,2135.555,175,92,171,204,215,5,95,0
2114,2136.555,204,87,171,205,215,5,95,0
2115,2137.555,187,89,171,206,215,5,95,0
2116,2138.555,229,89,172,207,215,5,95,0
2117,2139.555,205,89,172,207,215,5,95,0
2118,2140.556,205,92,172,207,215,5,95,0
2119,2141.557,205,90,172,207,215,5,95,0
2120,2142.561,184,90,172,208,215,5,95,0
2121,2143.561,175,90,172,208,215,5,95,0
2122,2144.655,175,91,173,208,215,5,95,0
2123,2145.655,182,91,173,208,215,5,95,0
2124,2146.656,232,91,173,208,215,5,95,0
2125,2147.657,186,89,173,207,215,5,95,0
2126,2148.661,181,90,173,207,215,5,95,0
2127,2149.754,178,91,173,207,215,5,95,0
2128,2150.755,181,91,173,207,215,5,95,0
2129,2151.755,181,89,173,206,215,5,95,0
2130,2152.755,181,90,173,208,215,5,95,0
2131,2153.755,181,90,173,208,215,5,95,0
2132,2154.756,181,90,173,208,215,5,95,0
2133,2155.757,216,90,173,208,215,5,95,0
2134,2156.76,207,91,173,208,215,5,95,0
2135,2157.76,224,91,174,208,215,5,95,0
2136,2158.761,192,91,174,208,215,5,95,0
2137,2159.762,192,90,173,208,215,5,95,0
2138,2160.855,192,90,174,208,215,5,95,0
2139,2161.856,196,90,174,208,215,5,95,0
2140,2162.857,197,90,174,208,215,5,95,0
2141,2163.955,197,90,174,208,215,5,95,0
2142,2164.955,183,91,174,208,215,5,95,0
2143,2165.955,212,92,173,207,215,5,95,0
2144,2166.955,212,91,173,207,215,5,95,0
2145,2167.956,212,90,173,207,215,5,95,0
2146,2169.056,182,90,173,207,215,5,95,0
2147,2170.057,189,90,173,206,215,5,95,0
2148,2171.058,169,90,173,206,215,5,95,0
2149,2172.155,229,89,173,207,215,5,95,0
2150,2173.155,204,90,173,207,215,5,95,0
2151,2174.156,208,89,173,207,215,5,95,0
2152,2175.156,200,89,173,205,215,5,95,0
2153,2176.156,209,90,173,205,215,5,95,0
2154,2177.156,209,90,173,205,215,5,95,0
2155,2178.156,177,90,173,205,215,5,95,0
2156,2179.157,177,90,173,207,215,5,95,0
2157,2180.158,177,90,173,207,215,5,95,0
2158,2181.159,177,89,173,207,215,5,95,0
2159,2182.16,191,90,172,207,215,5,95,0
2160,2183.161,168,90,173,207,215,5,95,0
2161,2184.162,168,92,173,207,215,5,95,0
2162,2185.163,168,89,173,205,215,5,95,0
2163,2186.165,182,89,173,205,215,5,95,0
2164,2187.255,182,88,173,204,215,5,95,0
2165,2188.257,182,89,173,204,215,5,95,0
2166,2189.257,186,89,173,205,215,5,95,0
2167,2190.257,210,89,173,203,215,5,95,0
2168,2191.257,196,90,173,203,215,5,95,0
2169,2192.356,172,88,173,203,215,5,95,0
2170,2193.355,172,88,173,202,215,5,95,0
2171,2194.355,172,88,174,202,215,5,95,0
2172,2195.356,172,88,174,202,215,5,95,0
2173,2196.356,172,88,173,201,215,5,95,0
2174,2197.357,172,87,174,201,215,5,95,0
2175,2198.36,205,88,174,202,215,5,95,0
2176,2199.361,205,88,173,203,215,5,95,0
2177,2200.361,205,89,173,203,215,5,95,0
2178,2201.455,227,88,173,203,215,5,95,0
2179,2202.456,227,88,172,203,215,5,95,0
2180,2203.456,227,89,173,203,215,5,95,0
2181,2204.456,172,89,173,203,215,5,95,0
2182,2205.456,158,88,172,203,215,5,95,0
2183,2206.456,158,88,173,203,215,5,95,0
2184,2207.456,158,89,173,203,215,5,95,0
2185,2208.456,219,87,173,203,215,5,95,0
2186,2209.456,149,87,173,203,215,5,95,0
2187,2210.456,175,89,173,203,215,5,95,0
2188,2211.457,175,89,173,204,215,5,95,0
2189,2212.46,175,89,173,204,215,5,95,0
2190,2213.461,218,88,174,204,215,5,95,0
2191,2214.463,218,89,174,204,215,5,95,0
2192,2215.464,172,89,174,204,215,5,95,0
2193,2216.556,172,89,174,203,215,5,95,0
2194,2217.556,189,89,174,203,215,5,95,0
2195,2218.557,185,89,174,203,215,5,95,0
2196,2219.558,188,89,174,204,215,5,95,0
2197,2220.561,188,89,174,204,215,5,95,0
2198,2221.655,146,89,174,204,215,5,95,0
2199,2222.657,174,89,174,204,215,5,95,0
2200,2223.657,154,89,174,204,215,5,95,0
2201,2224.658,212,89,174,204,215,5,95,0
2202,2225.661,212,89,174,204,215,5,95,0
2203,2226.759,190,88,174,204,215,5,95,0
2204,2227.758,219,88,174,203,215,5,95,0
2205,2228.758,219,88,174,203,215,5,95,0
2206,2229.758,219,88,173,203,215,5,95,0
2207,2230.758,252,89,174,203,215,5,95,0
2208,2231.758,207,88,173,204,215,5,95,0
2209,2232.765,184,89,173,205,215,5,95,0
2210,2233.765,184,89,173,205,215,5,95,0
2211,2234.766,184,89,173,205,215,5,95,0
2212,2235.766,204,90,173,205,215,5,95,0
2213,2236.766,204,90,173,204,215,5,95,0
2214,2237.769,189,90,173,204,215,5,95,0
2215,2238.77,170,89,173,204,215,5,95,0
2216,2239.857,185,89,173,204,215,5,95,0
2217,2240.858,169,87,174,203,215,5,95,0
2218,2241.862,169,88,174,203,215,5,95,0
2219,2242.955,169,89,174,203,215,5,95,0
2220,2243.955,189,88,174,203,215,5,95,0
2221,2244.956,214,89,174,203,215,5,95,0
2222,2245.956,214,88,174,203,215,5,95,0
2223,2246.957,214,90,174,205,215,5,95,0
2224,2247.957,198,90,174,204,215,5,95,0
2225,2248.958,198,88,174,204,215,5,95,0
2226,2249.962,198,90,175,204,215,5,95,0
2227,2250.963,192,89,175,204,215,5,95,0
2228,2252.056,167,89,175,204,215,5,95,0
2229,2253.056,167,88,175,204,215,5,95,0
2230,2254.056,167,90,175,204,215,5,95,0
2231,2255.056,123,89,175,205,215,5,95,0
2232,2256.056,226,89,175,205,215,5,95,0
2233,2257.057,226,89,175,205,215,5,95,0
2234,2258.056,226,89,175,205,215,5,95,0
2235,2259.056,168,90,175,206,215,5,95,0
2236,2260.056,172,89,175,205,215,5,95,0
2237,2261.056,172,89,175,205,215,5,95,0
2238,2262.057,174,89,175,204,215,5,95,0
2239,2263.057,181,88,174,204,215,5,95,0
2240,2264.058,174,89,174,203,215,5,95,0
2241,2265.058,174,88,175,203,215,5,95,0
2242,2266.062,174,88,175,203,215,5,95,0
2243,2267.062,174,88,175,203,215,5,95,0
2244,2268.062,160,88,174,203,215,5,95,0
2245,2269.062,141,88,174,203,215,5,95,0
2246,2270.063,141,89,174,203,215,5,95,0
2247,2271.064,141,88,174,203,215,5,95,0
2248,2272.065,195,89,175,203,215,5,95,0
2249,2273.065,219,87,175,203,215,5,95,0
2250,2274.065,219,88,174,203,215,5,95,0
2251,2275.065,219,88,174,203,215,5,95,0
2252,2276.065,185,89,174,203,215,5,95,0
2253,2277.156,185,89,175,204,215,5,95,0
2254,2278.157,185,89,175,204,215,5,95,0
2255,2279.157,193,89,174,203,215,5,95,0
2256,2280.157,197,89,174,203,215,5,95,0
2257,2281.157,223,89,175,203,215,5,95,0
2258,2282.157,223,89,175,203,215,5,95,0
2259,2283.158,219,89,175,203,215,5,95,0
2260,2284.158,175,88,175,203,215,5,95,0
2261,2285.161,214,88,175,203,215,5,95,0
2262,2286.161,186,88,174,203,215,5,95,0
2263,2287.161,194,88,175,203,215,5,95,0
2264,2288.163,194,89,174,203,215,5,95,0
2265,2289.163,194,88,174,203,215,5,95,0
2266,2290.257,196,88,174,201,215,5,95,0
2267,2291.257,196,89,174,201,215,5,95,0
2268,2292.257,175,88,174,203,215,5,95,0
2269,2293.258,168,88,174,203,215,5,95,0
2270,2294.262,186,88,174,203,215,5,95,0
2271,2295.263,186,89,174,203,215,5,95,0
2272,2296.264,186,89,175,204,215,5,95,0
2273,2297.356,186,89,174,204,215,5,95,0
2274,2298.356,227,89,175,205,215,5,95,0
2275,2299.356,208,89,175,207,215,5,95,0
2276,2300.356,208,91,175,207,215,5,95,0
2277,2301.357,208,91,175,207,215,5,95,0
2278,2302.357,208,89,175,207,215,5,95,0
2279,2303.357,208,90,175,207,215,5,95,0
2280,2304.357,208,90,175,207,215,5,95,0
2281,2305.362,208,91,175,207,215,5,95,0
2282,2306.363,208,90,175,207,215,5,95,0
2283,2307.364,218,89,175,207,215,5,95,0
2284,2308.364,173,89,175,207,215,5,95,0
2285,2309.365,183,89,175,207,215,5,95,0
2286,2310.457,189,90,175,207,215,5,95,0
2287,2311.457,190,90,175,207,215,5,95,0
2288,2312.458,202,90,175,207,215,5,95,0
2289,2313.459,187,90,176,207,215,5,95,0
2290,2314.463,187,89,176,207,215,5,95,0
2291,2315.556,225,89,176,207,215,5,95,0
2292,2316.557,152,90,175,205,215,5,95,0
2293,2317.558,152,90,174,205,215,5,95,0
2294,2318.558,152,88,174,205,215,5,95,0
2295,2319.56,171,89,174,205,215,5,95,0
2296,2320.657,171,89,174,204,215,5,95,0
2297,2321.657,171,88,174,204,215,5,95,0
2298,2322.657,171,88,174,203,215,5,95,0
2299,2323.658,171,89,174,203,215,5,95,0
2300,2324.66,171,89,174,204,215,5,95,0
2301,2325.663,171,88,174,204,215,5,95,0
2302,2326.664,156,88,174,204,215,5,95,0
2303,2327.756,205,88,173,203,215,5,95,0
2304,2328.757,191,89,173,202,215,5,95,0
2305,2329.758,191,89,174,202,215,5,95,0
2306,2330.757,216,88,174,202,215,5,95,0
2307,2331.757,197,87,173,202,215,5,95,0
2308,2332.757,202,87,174,202,215,5,95,0
2309,2333.757,163,88,173,202,215,5,95,0
2310,2334.757,200,88,174,203,215,5,95,0
2311,2335.757,167,88,174,203,215,5,95,0
2312,2336.757,216,88,174,203,215,5,95,0
2313,2337.757,206,90,174,203,215,5,95,0
2314,2338.758,206,89,174,203,215,5,95,0
2315,2339.759,221,89,174,203,215,5,95,0
2316,2340.76,221,89,174,203,215,5,95,0
