ticks,time,power,cadence,heartRate,speed,targetPower,targetHeartRateZone,targetCadence,targetRpe
3455,3643.766,241,105,169,194,185,5,100,0
3456,3644.767,233,104,170,191,185,5,100,0
3457,3645.768,227,103,170,188,185,5,100,0
3458,3646.769,227,103,170,188,185,5,100,0
3459,3647.84,227,103,171,188,185,5,100,0
3460,3648.84,217,101,171,184,185,5,100,0
3461,3649.852,217,101,171,184,185,5,100,0
3462,3650.853,223,102,172,187,185,5,100,0
3463,3651.854,225,102,172,188,185,5,100,0
3464,3652.938,225,102,172,188,185,5,100,0
3465,3653.938,221,102,172,186,185,5,100,0
3466,3654.942,227,102,172,188,185,5,100,0
3467,3656.04,233,104,173,191,185,5,100,0
3468,3657.041,225,103,173,188,185,5,100,0
3469,3658.041,229,103,173,189,185,5,100,0
3470,3659.138,229,103,173,189,185,5,100,0
3471,3660.139,227,103,173,188,185,5,100,0
3472,3661.523,227,103,173,188,185,5,100,0
3473,3662.937,233,104,174,191,185,5,100,0
3474,3663.942,237,106,174,192,185,5,100,0
3475,3664.943,229,103,174,189,185,5,100,0
3476,3665.946,223,102,174,187,185,5,100,0
3477,3667.044,217,101,174,184,185,5,100,0
3478,3668.045,217,101,174,184,185,5,100,0
3479,3669.046,219,102,174,185,83,1,90,0
3480,3670.14,231,104,175,190,83,1,90,0
3481,3671.157,235,105,175,191,83,1,90,0
3482,3672.159,227,103,175,188,83,1,90,0
3483,3673.16,187,95,174,172,83,1,90,0
3484,3674.161,147,89,175,152,83,1,90,0
3485,3675.235,122,103,175,137,83,1,90,0
3486,3676.235,108,93,174,129,83,1,90,0
3487,3677.238,97,95,174,121,83,1,90,0
3488,3678.238,96,97,174,120,83,1,90,0
3489,3679.241,97,98,174,121,83,1,90,0
3490,3680.245,92,96,173,117,83,1,90,0
3491,3681.527,92,96,173,117,83,1,90,0
3492,3682.792,86,92,173,112,83,1,90,0
3493,3683.795,87,91,172,113,83,1,90,0
3494,3684.837,86,92,172,112,83,1,90,0
3495,3685.846,87,93,171,113,83,1,90,0
3496,3686.846,86,92,171,112,83,1,90,0
3497,3687.849,86,93,171,112,83,1,90,0
3498,3688.853,84,91,171,111,83,1,90,0
3499,3689.853,83,90,170,110,83,1,90,0
3500,3690.86,85,90,170,111,83,1,90,0
3501,3691.86,87,92,169,113,83,1,90,0
3502,3692.861,89,92,169,115,83,1,90,0
3503,3693.862,87,93,168,113,83,1,90,0
3504,3694.863,85,91,168,111,83,1,90,0
3505,3695.937,84,92,167,111,83,1,90,0
3506,3696.937,92,95,166,117,83,1,90,0
3507,3697.941,86,94,166,112,83,1,90,0
3508,3698.941,87,92,166,113,83,1,90,0
3509,3699.942,89,94,166,115,83,1,90,0
3510,3701.531,88,94,165,114,83,1,90,0
3511,3702.825,85,92,165,111,83,1,90,0
3512,3703.826,86,92,164,112,83,1,90,0
3513,3704.855,83,91,162,110,83,1,90,0
3514,3705.857,87,92,161,113,83,1,90,0
3515,3706.857,86,92,160,112,83,1,90,0
3516,3707.858,85,92,160,111,83,1,90,0
3517,3708.859,82,89,159,109,83,1,90,0
3518,3709.935,84,91,158,111,83,1,90,0
3519,3710.939,85,91,156,111,83,1,90,0
3520,3711.94,83,90,155,110,83,1,90,0
3521,3712.942,83,90,154,110,83,1,90,0
3522,3713.943,86,91,153,112,83,1,90,0
3523,3715.041,84,91,152,111,83,1,90,0
3524,3716.042,85,91,152,111,83,1,90,0
3525,3717.042,85,91,151,111,83,1,90,0
3526,3718.043,85,91,150,111,83,1,90,0
3527,3719.046,85,91,150,111,83,1,90,0
3528,3720.14,87,93,150,113,83,1,90,0
3529,3721.473,89,95,150,115,83,1,90,0
3530,3722.772,90,95,149,115,83,1,90,0
3531,3723.776,88,93,148,114,83,1,90,0
3532,3724.776,87,92,147,113,83,1,90,0
3533,3725.837,87,93,146,113,83,1,90,0
3534,3726.837,90,94,145,115,83,1,90,0
3535,3727.839,92,95,144,117,83,1,90,0
3536,3728.841,93,96,144,118,83,1,90,0
3537,3729.857,92,96,144,117,83,1,90,0
3538,3730.856,90,95,143,115,83,1,90,0
3539,3731.86,89,94,143,115,83,1,90,0
3540,3732.86,88,92,143,114,83,1,90,0
3541,3733.861,86,91,142,112,83,1,90,0
3542,3734.862,87,92,142,113,83,1,90,0
3543,3735.863,86,92,141,112,83,1,90,0
3544,3736.935,89,94,140,115,83,1,90,0
3545,3737.937,91,95,140,116,83,1,90,0
3546,3738.937,92,96,140,117,83,1,90,0
3547,3739.938,91,95,139,116,83,1,90,0
3548,3741.521,91,95,139,116,83,1,90,0
3549,3742.797,90,94,138,115,83,1,90,0
3550,3743.807,89,94,138,115,83,1,90,0
3551,3744.812,87,93,138,113,83,1,90,0
3552,3745.813,88,93,137,114,83,1,90,0
3553,3746.837,87,92,137,113,83,1,90,0
3554,3747.841,89,92,137,115,83,1,90,0
3555,3748.847,90,95,136,115,83,1,90,0
3556,3749.847,88,93,136,114,83,1,90,0
3557,3750.847,88,93,136,114,83,1,90,0
3558,3751.856,89,94,136,115,83,1,90,0
3559,3752.855,89,94,135,115,83,1,90,0
3560,3753.875,89,95,134,115,83,1,90,0
3561,3754.875,92,95,134,117,83,1,90,0
3562,3755.936,90,96,133,115,83,1,90,0
3563,3756.938,88,93,133,114,83,1,90,0
3564,3757.938,86,92,133,112,83,1,90,0
3565,3758.939,90,95,133,115,83,1,90,0
3566,3759.942,91,95,133,116,83,1,90,0
3567,3761.537,92,96,132,117,83,1,90,0
3568,3762.789,91,96,131,116,83,1,90,0
3569,3763.807,91,95,131,116,83,1,90,0
3570,3764.81,90,95,130,115,83,1,90,0
3571,3765.815,89,94,130,115,83,1,90,0
3572,3766.815,90,94,129,115,83,1,90,0
3573,3767.815,90,95,128,115,83,1,90,0
3574,3768.817,89,94,128,115,83,1,90,0
3575,3769.817,89,94,127,115,83,1,90,0
3576,3770.819,90,94,127,115,83,1,90,0
3577,3771.842,88,93,128,114,83,1,90,0
3578,3772.847,87,93,127,113,83,1,90,0
3579,3773.847,88,93,127,114,83,1,90,0
3580,3774.851,87,93,126,113,83,1,90,0
3581,3775.857,88,93,125,114,83,1,90,0
3582,3776.857,90,94,124,115,83,1,90,0
3583,3777.865,89,94,124,115,83,1,90,0
3584,3778.869,88,93,124,114,83,1,90,0
3585,3779.87,86,92,124,112,83,1,90,0
3586,3781.498,86,92,124,112,83,1,90,0
3587,3782.718,83,90,123,110,83,1,90,0
3588,3783.733,83,90,123,110,83,1,90,0
3589,3784.733,85,90,122,111,83,1,90,0
3590,3785.738,91,95,123,116,83,1,90,0
3591,3786.739,91,95,123,116,83,1,90,0
3592,3787.743,91,95,124,116,83,1,90,0
3593,3788.763,88,93,125,114,83,1,90,0
3594,3789.764,87,93,125,113,83,1,90,0
3595,3790.764,86,92,124,112,83,1,90,0
3596,3791.765,87,93,123,113,83,1,90,0
3597,3792.765,90,93,123,115,83,1,90,0
3598,3793.766,91,95,122,116,83,1,90,0
3599,3794.767,93,96,121,118,83,1,90,0
3600,3795.841,92,96,122,117,83,1,90,0
3601,3796.842,91,96,123,116,83,1,90,0
3602,3797.843,92,95,123,117,83,1,90,0
3603,3798.848,87,93,123,113,83,1,90,0
3604,3800.244,85,91,123,111,83,1,90,0
3605,3801.74,87,91,123,113,83,1,90,0
3606,3803.27,87,93,123,113,83,1,90,0
3607,3804.27,86,92,122,112,83,1,90,0
3608,3805.276,89,94,121,115,83,1,90,0
3609,3806.277,89,94,121,115,83,1,90,0
3610,3807.278,87,93,121,113,83,1,90,0
3611,3808.343,88,94,121,114,83,1,90,0
3612,3809.355,90,94,121,115,83,1,90,0
3613,3810.356,90,95,120,115,83,1,90,0
3614,3811.357,88,95,120,114,83,1,90,0
3615,3812.359,85,91,121,111,83,1,90,0
3616,3813.44,85,91,122,111,83,1,90,0
3617,3814.441,84,91,122,111,83,1,90,0
3618,3815.44,84,91,122,111,83,1,90,0
3619,3816.44,84,91,122,111,83,1,90,0
3620,3817.44,84,91,121,111,83,1,90,0
3621,3818.44,85,91,120,111,83,1,90,0
3622,3819.44,87,93,119,113,83,1,90,0
3623,3820.44,88,93,119,114,83,1,90,0
3624,3821.558,89,94,119,115,83,1,90,0
3625,3822.889,90,95,118,115,83,1,90,0
3626,3823.889,87,93,118,113,83,1,90,0
3627,3824.891,86,93,119,112,83,1,90,0
3628,3825.891,84,91,120,111,83,1,90,0
3629,3826.893,84,91,120,111,83,1,90,0
3630,3827.894,86,92,119,112,83,1,90,0
3631,3828.939,86,92,119,112,83,1,90,0
3632,3829.939,85,91,120,111,83,1,90,0
3633,3830.943,85,91,120,111,83,1,90,0
3634,3831.944,89,93,119,115,83,1,90,0
3635,3832.947,88,94,120,114,83,1,90,0
3636,3833.948,89,93,119,115,83,1,90,0
3637,3834.948,88,93,119,114,83,1,90,0
3638,3835.952,93,95,119,118,83,1,90,0
3639,3836.952,92,96,119,117,83,1,90,0
3640,3838.042,96,98,119,120,83,1,90,0
3641,3839.042,97,99,119,121,83,1,90,0
3642,3840.045,92,96,120,117,83,1,90,0
3643,3841.512,91,95,121,116,83,1,90,0
3644,3842.791,90,95,121,115,83,1,90,0
3645,3843.797,91,95,121,116,83,1,90,0
3646,3844.844,91,95,120,116,83,1,90,0
3647,3845.845,92,96,121,117,83,1,90,0
3648,3846.846,97,99,121,121,83,1,90,0
3649,3847.85,97,99,122,121,83,1,90,0
3650,3848.077,97,99,122,121,83,1,90,0
3651,3848.077,97,99,122,121,83,1,90,0
